Observatoire des territoires - ANCT; ; 
Référentiel géographique : EPCI / EPT (2025); ; 
Code;Libellé;Nombre de licenciés sportifs pour 100 habitants 2022
200070977;CC du Grand Roye;18.6
200070985;CC de l'Est de la Somme;21.3
200070993;CA de la Baie de Somme;20.3
200071017;CC des Terres d'Auxois;20.9
200071025;CC Haute-Provence - Pays de Banon;16.6
200071033;CC Jabron-Lure-Vançon-Durance;20.2
200071041;CC du Chaourçois et du Val d'Armance;15.4
200071058;CC Les Avant-Monts;18.8
200071066;CA de Saint-Dié-des-Vosges;20
200071074;CC Les Portes de l'Ile de France;22.1
200071082;CA Montluçon Communauté;21.4
200071116;CA ECLA (Espace Communautaire Lons Agglomération);29.6
200071140;CA Moulins Communauté;25.6
200071165;CA Les Sables d'Olonne Agglomération;29.5
200071173;CC du Pays Arnay Liernais;15.9
200071181;CC Somme Sud-Ouest;21.1
200071199;CC Plaine Limagne;23.7
200071207;CC de Pouilly-en-Auxois / Bligny-sur-Ouche;19.5
200071215;CC Chavanon Combrailles et Volcans;18.6
200071223;CC Nièvre et Somme;17.6
200071298;CC des Terres du Lauragais;29.4
200071314;CC des Hauts-Tolosans;28.1
200071363;CA Vichy Communauté;20.7
200071371;CC Bresse et Saône;25
200071389;CC Saint-Pourçain Sioule Limagne;22.3
200071405;CC Ardèche Rhône Coiron;25.7
200071413;CA Privas Centre Ardèche;26.6
200071454;CA Evreux Portes de Normandie;20.3
200071470;CC Entr'Allier Besbre et Loire;20
200071496;CC du Bocage Bourbonnais;22.8
200071504;CC des Collines du Perche Normand;18.8
200071512;CC Commentry Montmarault Néris Communauté;21.7
200071520;CC Domfront Tinchebray Interco;22
200071538;CC Terres de Bresse;17.5
200071546;CC Sud Retz Atlantique;26.8
200071553;CC Loire Layon Aubance;29.9
200071579;CC Bresse Louhannaise Intercom';18.8
200071587;CC Loches Sud Touraine;19.2
200071595;CC Arbois, Poligny, Salins, Coeur du Jura;23.8
200071629;CC Challans-Gois Communauté;30.5
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;14.8
200071652;CC du Pays Fertois et du Bocage Carrougien;17.8
200071678;CA Cholet Agglomération;27.3
200071751;CA du Bassin de Bourg-en-Bresse;24.5
200071769;CC Picardie des Châteaux;17
200071777;CC d'Arcis, Mailly, Ramerupt;14.5
200071785;CA Chauny Tergnier La Fère;17.3
200071819;CC du Périgord Nontronnais;16.1
200071827;CA du Grand Angoulême;23.1
200071843;CC du Vexin Normand;17.9
200071850;CC du Pithiverais-Gâtinais;19.6
200071868;CC des Vallées du Haut-Anjou;30.5
200071876;CA Saumur Val de Loire;23.1
200071884;CC Le Grand Charolais;19.8
200071892;CA du Saint-Quentinois;16.3
200071900;CC Vendée Grand Littoral;27.2
200071918;CC du Pays de Saint-Fulgent - Les Essarts;32.8
200071926;CC du Limouxin;21.5
200071934;CC du Pays de Fontenay-Vendée;24.8
200071942;CC Haut Limousin en Marche;19.9
200071967;CC Pays d'Evian Vallée d'Abondance;27.6
200071983;CC Thiérache Sambre et Oise;15.6
200071991;CC Retz en Valois;18.7
200072007;CC Montagne d'Ardèche;14.5
200072015;CA Annonay Rhône Agglo;24.4
200072023;CC Coeur de Charente;16.3
200072031;CA de la Région de Château-Thierry;16.2
200072049;CC de Charente Limousine;18.2
200072056;CC Porte du Jura;17.8
200072064;CC Val-de-Cher-Controis;19.5
200072072;CA Territoires Vendômois;22.7
200072080;CC du Pays de Saint-Eloy;15.3
200072098;CC Combrailles Sioule et Morge;23.6
200072106;CC Adour Madiran;22
200072130;CA du Pays de Meaux;17
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;29
200072312;CA Seine Normandie Agglomération;21.7
200072320;CC Val de Gers;25.1
200072346;CA du Pays de Fontainebleau;27.1
200072452;CA Fougères Agglomération;28.6
200072460;CA de Béthune-Bruay, Artois-Lys Romane;18.9
200072478;CC Pays d'Opale;22.8
200072544;CC des Deux Morin;15.1
200072635;CC Pyrénées Haut Garonnaises;27.6
200072643;CC Coeur et Coteaux du Comminges;24.1
200072650;CC Touraine Vallée de l'Indre;30.2
200072668;CC Touraine Val de Vienne;17.6
200072676;CC Maine Saosnois;20.9
200072684;CC Le Gesnois Bilurien;23.5
200072692;CC des Vallées de la Braye et de l'Anille;20.2
200072700;CC Haute Sarthe Alpes Mancelles;20.7
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;22.3
200072726;CC Châteaubriant-Derval;23.8
200072734;CC Estuaire et Sillon;34.8
200072825;CC Mirebellois et Fontenois;23.8
200072874;CC Val Briard;20.7
200072882;CC de Vie et Boulogne;35.5
200072981;CC Touraine Ouest Val de Loire;24.2
200072999;CC du Grand Langres;19
200073013;CC Carnelle Pays-de-France;28.2
200073096;CA Arche Agglo;27.7
200073104;CC de l'Ile-Rousse - Balagne;19.3
200073112;CC Sud Sarthe;19.6
200073120;CC Nebbiu - Conca d'Oro;18
200073138;CC Pasquale Paoli;16.2
200073146;CC Cagire Garonne Salat;23.1
200073161;CC Touraine-Est Vallées;29.2
200073237;CC de Gâtine-Racan;31.5
200073245;CC du Bassin d'Aubenas;24.4
200073252;CC de la Castagniccia-Casinca;17.3
200073260;CC Sud Vendée Littoral;22.2
200073344;CA Rambouillet Territoires;34.4
200073393;CC des Rives du Haut Allier;18.5
200073401;CC Mézenc-Loire-Meygal;29.2
200073419;CA du Puy-en-Velay;25
200073427;CC Marches du Velay-Rochebaron;28.8
200077014;CA Vienne Condrieu;27.2
200083392;CA Laval Agglomération;32.4
200084952;Le Havre Seine Métropole;19.4
200085728;CC Brioude Sud Auvergne;24.5
200085751;CC Entre Bièvre et Rhône;20.8
200089456;CA Seine-Eure;20.6
200090504;CA Coulommiers Pays de Brie;18.7
200090561;CC Vierzon-Sologne-Berry;18.3
200090579;CC Terre d'Émeraude Communauté;22.5
200090751;CA Grand Calais Terres et Mers;17.9
200093201;Métropole Européenne de Lille;24.2
200096634;CC des Hautes Vosges;21
200096642;CC Gérardmer Hautes Vosges;26.3
200096675;CC Baud Communauté;25.2
200096683;CC Centre Morbihan Communauté;29.4
200096956;CA Agglomération d'Agen;26.1
240100610;CC de la Côtière à Montluel;24.2
240100750;CA du Pays de Gex;23.1
240100800;CC de Miribel et du Plateau;27.3
240100883;CC de la Plaine de l'Ain;23.7
240100891;CC Terre Valserhône (CCTV);20
240200444;CC de la Thiérache du Centre;14.7
240200469;CC du Pays de la Serre;17.3
240200477;GrandSoissons Agglomération;17.8
240200493;CC du Pays du Vermandois;15.8
240200501;CC du Val de l'Aisne;17.4
240200519;CC du Canton d'Oulchy-le-Château;15.2
240200576;CC de la Champagne Picarde;21.5
240200584;CC du Canton de Charly-sur-Marne;14.6
240200592;CC du Chemin des Dames;17.4
240200600;CC des Trois Rivières;13.8
240200634;CC des Portes de la Thiérache;14.9
240300491;CC du Pays de Lapalisse;20.7
240300558;CC du Pays de Tronçais;20
240300566;CC du Val de Cher;25.4
240300657;CC du Pays d'Huriel;22.2
240400440;CC Pays Forcalquier et Montagne de Lure;17.4
240500439;CC du Briançonnais;33.9
240500462;CC du Pays des Ecrins;34.9
240600551;CA de la Riviera Française;19.3
240600585;CA de Sophia Antipolis;26.5
240600593;CC du Pays des Paillons;22.2
240700302;CC du Pays Beaume-Drobie;18.6
240700617;CC Val de Ligne;19.6
240700716;CC du Val d'Ay;22.8
240700815;CC Berg et Coiron;20.5
240700864;CC du Rhône aux Gorges de l'Ardèche;27.1
240800821;CC Ardenne, Rives de Meuse;16.6
240800847;CC des Portes du Luxembourg;16.1
240800862;CC des Crêtes Préardennaises;16.5
240800920;CC de l'Argonne Ardennaise;16.4
240900431;CC du Pays de Tarascon;23.1
240900464;CC du Pays d'Olmes;18.9
241000223;CC Forêts, Lacs, Terres en Champagne;20.1
241000405;CC de la Région de Bar sur Aube;15.6
241000447;CC du Pays d'Othe;11.8
241000488;CC de l'Orvin et de l'Ardusson;15.9
241100593;CA Le Grand Narbonne;20.1
241200187;CA Rodez Agglomération;32.7
241200542;CC du Réquistanais;20.8
241200567;CC de Millau Grands Causses;24.1
241200625;CC du Pays Rignacois;29.1
241200641;CC Conques-Marcillac;36.2
241200658;CC du Pays de Salars;38
241200674;CC du Plateau de Montbazens;22.8
241200765;CC de Lévézou Pareloup;24.7
241200807;CC Aveyron Bas Ségala Viaur;22.8
241200906;CC Larzac et Vallées;12.7
241200914;CC de la Muse et des Raspes du Tarn;18.6
241300375;CC Vallée des Baux-Alpilles (CC VBA);26.8
241300417;CA d'Arles-Crau-Camargue-Montagnette;20.5
241400415;CC Coeur Côte Fleurie;23.9
241400514;CC du Pays de Falaise;22.2
241400555;CC de Bayeux Intercom;21.7
241400860;CC Coeur de Nacre;31.1
241400878;CC Terre d'Auge;24.8
241500230;Aurillac Agglomération;29.4
241500255;CC du Pays Gentiane;19.8
241500271;CC du Pays de Mauriac;24
241501055;CC Sumène - Artense;18.6
241501089;CC Cère et Goul en Carladès;24.7
241501139;CC du Pays de Salers;17.6
241600303;CC du Rouillacais;18.4
241700434;CA de La Rochelle;24.3
241700459;CC de l'Ile de Ré;37.7
241700517;CC Coeur de Saintonge;19.6
241700624;CC de l'Ile d'Oléron;23.7
241700632;CC de Gémozac et de la Saintonge Viticole;18
241700640;CA Royan Atlantique;22
241700699;CC du Bassin de Marennes;17.8
241800374;CC la Septaine;21.6
241800424;CC le Dunois;17.4
241800432;CC les Trois Provinces;14.5
241800457;CC FerCher;20.3
241800507;CA Bourges Plus;23.2
241900133;CC de Ventadour - Egletons - Monédières;22.1
241927201;CA Tulle Agglo;26
241927243;CC du Pays d'Uzerche;22.6
242000354;CA de Bastia;18.4
242000495;CC de l'Alta Rocca;17.3
242000503;CC Celavu-Prunelli;22.9
242010056;CA du Pays Ajaccien;19
242010130;CC du Sartenais Valinco Taravo;21.6
242020071;CC du Centre Corse;21.3
242020105;CC de Calvi Balagne;20.5
242100154;CC des Vallées de la Tille et de l'Ignon;24.4
242100410;Dijon Métropole;20.9
242101434;CC du Pays Châtillonnais;14.8
242101442;CC de Saulieu-Morvan;13.3
242101459;CC du Pays d'Alésia et de la Seine;16.8
242101491;CC du Montbardois;16
242101509;CC Rives de Saône;17
242200715;CC du Kreiz-Breizh (CCKB);18
242300135;CC du Pays Sostranien;26.1
242320000;CC de Bénévent Grand Bourg;22
242320109;CC du Pays Dunois;18.2
242400752;CC Périgord-Limousin;17.1
242400935;CC du Pays de Saint Aulaye;16.6
242401024;CC Isle-Loue-Auvézère en Périgord;18.6
242500320;CC Entre Doubs et Loue;23.7
242500338;CC du Grand Pontarlier;27.2
242500361;CU Grand Besançon Métropole;23.9
242504116;CC du Val de Morteau;26.6
242504181;CC des Portes du Haut-Doubs;26.9
242504355;CC du Plateau de Russey;27.1
242504371;CC du Pays de Sancey-Belleherbe;18.3
242504447;CC du Doubs Baumois;23.2
242504488;CC Altitude 800;24
242504496;CC du Plateau de Frasne et du Val de Drugeon;29.6
242600252;CC du Val de Drôme en Biovallée;26.5
242600492;CC Dieulefit-Bourdeaux;21.9
242600534;CC du Diois;21.9
242700276;CC du Pays de Conches;22.4
242700607;CC du Pays du Neubourg;19.2
242852465;CC du Bonnevalais;20.4
242900074;CC du Pays d'Iroise;36.6
242900314;Brest Métropole;29.7
242900553;CC du Pays des Abers;37.3
242900561;CC de Haute Cornouaille;18.4
242900629;CC Cap Sizun - Pointe du Raz;16.5
242900645;CC Douarnenez Communauté;20.5
242900660;CC du Pays Fouesnantais;27.6
242900694;CA Quimperlé Communauté;23.5
242900702;CC du Pays Bigouden Sud;21.7
242900710;CC du Haut Pays Bigouden;23.8
242900744;CC Poher Communauté;20.4
242900751;CC du Pays de Landivisiau;31
242900769;CA Concarneau Cornouaille Agglomération;26.2
242900793;CC Communauté Lesneven Côte des Légendes;28.7
242900801;CA du Pays de Landerneau-Daoulas;33.3
242900835;CA Morlaix Communauté;26.1
243000270;CC du Pays Viganais;19.8
243000296;CC du Pays de Sommières;21.7
243000569;CC Rhony, Vistre, Vidourle;24.6
243000585;CC Beaucaire Terre d'Argence;23.9
243000593;CC de Petite Camargue;23.3
243000643;CA de Nîmes Métropole;21.5
243000650;CC Terre de Camargue;19.2
243000684;CC du Pont du Gard;22.8
243100518;Toulouse Métropole;23.9
243100567;CC Aux sources du Canal du Midi;21.3
243100633;CA du Sicoval;29.2
243100732;CC des Coteaux du Girou;29.9
243100773;CC Val'Aïgo;25.4
243100781;Le Grand Ouest Toulousain agglomération;32.2
243100815;CC des Coteaux Bellevue;29.2
243200391;CC de la Lomagne Gersoise;29
243200409;CC du Bas Armagnac;24.9
243200417;CC de la Tenarèze;26.3
243200425;CC Coeur d'Astarac en Gascogne;29.6
243200458;CC du Grand Armagnac;22.7
243200508;CC Bastides et Vallons du Gers;22.8
243200599;CC du Saves;29.8
243200607;CC Artagnan de Fezensac;26.9
243300316;Bordeaux Métropole;24
243300563;CA Bassin d'Arcachon Sud (COBAS);29.6
243300811;CC de l'Estuaire;17
243301165;CC Jalle-Eau-Bourde;29.2
243301181;CC Latitude Nord Gironde;19
243301215;CC du Créonnais;26
243301223;CC du Grand Cubzaguais;22.4
243301249;CC Les Rives de la Laurence;25.9
243301264;CC de Montesquieu;34.5
243301355;CC les Coteaux Bordelais;30.2
243301371;CC du Pays Foyen;18.9
243301389;CC Médullienne;27.5
243301397;CC du Fronsadais;21.8
243301405;CC du Val de l'Eyre;30.3
243301439;CC des Portes de l'Entre-Deux-Mers;30.5
243301447;CC Médoc Estuaire;27.9
243301454;CC Castillon/Pujols;20.9
243301504;CA du Bassin d'Arcachon Nord (COBAN);31
243400017;Montpellier Méditerranée Métropole;20.3
243400355;CC du Clermontais;22.5
243400470;CA du Pays de l'Or;25.4
243400488;CC la Domitienne;21.3
243400520;CA Lunel Agglo;20.2
243400694;CC Vallée de l'Hérault;23.5
243400736;CC des Cévennes Gangeoises et Suménoises;18.7
243400769;CA de Béziers-Méditerranée;17.1
243400819;CA Hérault-Méditerranée;20.2
243500139;Rennes Métropole;28.9
243500550;CC Montfort Communauté;31.2
243500618;CC Brocéliande Communauté;29.6
243500634;Roche aux Fées Communauté;26.9
243500659;CC Pays de Châteaugiron Communauté;40.3
243500667;CC Val d'Ille-Aubigné;34.4
243500725;CC Côte d'Emeraude;40.7
243500733;CC Bretagne Romantique;26.7
243500741;CA Redon Agglomération;26.8
243500774;CC Liffré-Cormier Communauté;36.6
243500782;CA du Pays de Saint Malo Agglomération;28.1
243600202;CC Chabris - Pays de Bazelle;14.8
243600236;CC du Pays d'Issoudun;19.1
243600293;CC Levroux Boischaut Champagne;22.8
243600301;CC Val de l'Indre - Brenne;20.7
243600319;CC Brenne - Val de Creuse;19
243600327;CA Châteauroux Métropole;23.9
243600343;CC Coeur de Brenne;18
243600350;CC de la Châtre et Sainte-Sévère;20.5
243700499;CC du Castelrenaudais;20.7
243700754;Tours Métropole Val de Loire;23.2
243700820;CC Autour de Chenonceaux Bléré-Val de Cher;25.8
243800604;CA Porte de l'Isère (CAPI);23.8
243800745;CC de l'Oisans;33.1
243800935;CC Lyon-Saint-Exupéry en Dauphiné;20.6
243800984;CA du Pays Voironnais;29.8
243801024;CC du Massif du Vercors;41.6
243801073;CC de Bièvre Est;25.4
243801255;CC Collines Isère Nord Communauté;27.4
243900354;CC de la Station des Rousses-Haut Jura;38
243900420;CC du Val d'Amour;24.2
243900479;CC Haut-Jura Arcade Communauté;25.2
243900560;CC Jura Nord;20
243900610;CC la Grandvallière;25.6
243901089;CC de la Plaine Jurassienne;19.6
244000543;CC de Mimizan;27.8
244000659;CC du Seignanx;29.3
244000675;CA du Grand Dax;28
244000691;CC du Pays Morcenais;25.9
244000766;CC du Pays Tarusate;29.9
244000774;CC du Pays de Villeneuve en Armagnac Landais;27.8
244000808;CA Mont de Marsan Agglomération;30.5
244000824;CC du Pays Grenadois;30.7
244000857;CC Côte Landes Nature;33.9
244000865;CC Maremne Adour Côte Sud;35.5
244000873;CC des Grands Lacs;32.6
244000881;CC Coteaux et Vallées des Luys;25.6
244100293;CC des Collines du Perche;16.6
244100780;CC de la Sologne des Etangs;21.3
244100798;CC du Grand Chambord;25.9
244100806;CC de la Sologne des Rivières;21.3
244200614;CC des Vals d'Aix et Isable;22.9
244200622;CC des Monts du Pilat;26.3
244200630;CC du Pays Entre Loire et Rhône;22.3
244200770;Saint-Étienne Métropole;21
244200820;CC du Pays d'Urfé;17.8
244200895;CC du Pilat Rhodanien;24.7
244300307;CC Haut Pays du Velay;23.4
244301016;CC des Sucs;24.5
244301099;CC Auzon Communauté;21.7
244301107;CC du Haut Lignon;21.6
244301123;CC des Pays de Cayres et de Pradelles;19.8
244301131;CC Loire et Semène;29.3
244400404;Nantes Métropole;29.1
244400438;Grand Lieu Communauté;33.2
244400453;CC du Pays de Blain;29.5
244400503;CC d'Erdre et Gesvres;36.7
244400537;CC de Nozay;27.8
244400552;CC du Pays d'Ancenis;29.4
244400586;CC du Sud Estuaire;27.6
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);35.8
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);31.9
244500203;CA Montargoise et Rives du Loing (AME);17.9
244500211;CC Giennoises;24.4
244500419;CC des Quatre Vallées;16
244500427;CC des Loges;29.8
244500468;Orléans Métropole;26.2
244500484;CC de la Forêt;33.7
244500542;CC de la Plaine du Nord Loiret;20
244600433;CC de la Vallée du Lot et du Vignoble;20.6
244600482;CC Quercy - Bouriane;22.7
244600532;CC du Pays de Lalbenque-Limogne;24.2
244600573;CC du Causse de Labastide Murat;11.9
244700449;CC du Pays de Duras;20.1
244700464;CC du Pays de Lauzun;19.6
244701355;CC des Coteaux et Landes de Gascogne;21.4
244701405;CC Lot et Tolzac;23
244800405;CC Coeur de Lozère;37.6
244800470;CC du Gévaudan;37.6
244900015;CU Angers Loire Métropole;26.7
244900809;CC Anjou Bleu Communauté;29.7
244900882;CC Baugeois Vallée;23.3
245100615;CC de la Grande Vallée de la Marne;20.9
245100888;CC de la Brie Champenoise;18.1
245100979;CC du Sud Marnais;15.2
245200597;CC des Trois Forêts;16
245300223;CC du Pays de Meslay-Grez;28.2
245300355;CC de l'Ernée;32
245300389;CC du Bocage Mayennais;28.3
245300447;CC du Pays de Château-Gontier;29.6
245400171;CC Moselle et Madon;27.9
245400189;CC des Pays du Sel et du Vermois;21.9
245400262;Agglomération du Grand Longwy;18.5
245400510;CC du Pays de Colombey et du Sud Toulois;15.5
245400601;CC du Bassin de Pompey;22
245400676;Métropole du Grand Nancy;21.7
245400759;CC du Pays du Sanon;22.7
245500327;CC du Sammiellois;28.9
245501176;CC du Territoire de Fresnes-en-Woëvre;18.7
245501184;CC du Pays de Revigny-sur-Ornain;22.7
245501242;CC du Pays d'Étain;22.4
245501259;CC du Pays de Montmédy;14.1
245600440;CC Blavet Bellevue Océan;28
245600465;CC de Belle Ile en Mer;15.9
245614383;CC Questembert Communauté;28
245614417;CC Roi Morvan Communauté;23
245614433;CC Pontivy Communauté;25.2
245700133;CC du District Urbain de Faulquemont (DUF);21.8
245700372;CA de Forbach Porte de France;17.1
245700398;CC de Freyming-Merlebach;16.5
245700695;CC de Cattenom et Environs;32
245700950;CC du Pays de Phalsbourg;23
245701164;CC du Warndt;21.2
245701206;CC du Saulnois;20.7
245701222;CA du Val de Fensch;17.9
245701271;CC du Pays Orne Moselle;17.8
245701354;CC de l'Arc Mosellan;26.1
245701362;CA Portes de France-Thionville;26.1
245701404;CC du Pays Haut Val d'Alzette;15.7
245801063;CC Loire et Allier;24.1
245804406;CA de Nevers;24.8
245804497;CC du Nivernais Bourbonnais;20.2
245900428;CU de Dunkerque;21.7
245900758;CC Flandre Lys;27
245901038;CC du Pays Solesmois;19.2
245901152;CA Coeur d'Ostrevent;18.1
245901160;CA Valenciennes Métropole;18.9
246000129;CC du Liancourtois;19.4
246000376;CC du Clermontois;20.3
246000566;CC du Plateau Picard;19.1
246000582;CC des Sablons;20.6
246000707;CC du Vexin-Thelle;20.4
246000749;CC des Lisières de l'Oise;21.4
246000756;CC du Pays Noyonnais;19.7
246000764;CC de l'Aire Cantilienne;30.6
246000772;CC des Deux Vallées;20.2
246000848;CC de la Picardie Verte;16
246000855;CC du Pays des Sources;20.6
246000871;CC du Pays de Valois;23.3
246000897;CC de la Plaine d'Estrées;22.7
246000913;CC du Pays de Bray;18.6
246000921;CC des Pays d'Oise et d'Halatte;25.5
246100390;CC du Val d'Orne;22.1
246100663;CU d'Alençon;23.8
246200299;CA d'Hénin-Carvin;18.4
246200364;CA de Lens - Liévin;16.8
246200380;CC de la Terre des Deux Caps;21.5
246200729;CA du Boulonnais;19
246200844;CC de la Région d'Audruicq;23.3
246201016;CC du Pays de Lumbres;21.6
246300701;Clermont Auvergne Métropole;24.6
246300966;CC du Massif du Sancy;20.9
246301097;CC Entre Dore et Allier;22.2
246400337;CC de la Vallée d'Ossau;29.3
246401756;CC Pays de Nay;28.4
246500482;CC de la Haute-Bigorre;26.1
246500573;CC Aure Louron;27.3
246600282;CC Sud-Roussillon;27.8
246600373;CC du Vallespir;23.5
246600399;CC Pyrénées Cerdagne;23
246600415;CC Roussillon-Conflent;20.2
246600423;CC Agly Fenouillèdes;11.9
246600449;CC des Aspres;26.9
246600464;CC Pyrénées Catalanes;41.8
246600548;CC du Haut Vallespir;17.2
246700306;CC de la Vallée de la Bruche;16.4
246700488;Eurométropole de Strasbourg;21.3
246700744;CC des Portes de Rosheim;24.1
246700777;CC de la Vallée de Villé;19.1
246700843;CC de la Basse-Zorn;27.4
246700926;CC du Pays de Wissembourg;22
246700959;CC du Pays de la Zorn;24.6
246700967;CC de Sélestat;24.5
246701064;CC de la Région de Molsheim-Mutzig;26.3
246701080;CC du Pays de Sainte-Odile;28.9
246701098;CC du Pays de Niederbronn-les-Bains;18.2
246800205;CC de la Vallée de Saint-Amarin;18.9
246800395;CC du Val d'Argent;16.2
246800445;CC du Centre du Haut-Rhin;24.8
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;28.9
246800551;CC de la Vallée de Kaysersberg;21.8
246800569;CC de la Région de Guebwiller;23.2
246800577;CC du Pays de Ribeauvillé;24.5
246800585;CC de la Vallée de Munster;17.6
246800676;CC de la Vallée de la Doller et du Soultzbach;25
246800726;CA Colmar Agglomération;21.4
246900575;CC de l'Est Lyonnais (CCEL);31.1
246900625;CC du Pays de l'Arbresle (CCPA);27.7
246900724;CC des Vallons du Lyonnais (CCVL);28.9
246900740;CC du Pays Mornantais (COPAMO);27.3
246900757;CC de la Vallée du Garon (CCVG);32
246900765;CC du Pays de l'Ozon;32.7
247000011;CA de Vesoul;24.8
247000367;CC des Combes;20
247000623;CC des Quatre Rivières;15.4
247000664;CC du Pays de Lure;21.9
247000698;CC des Monts de Gy;23.5
247000706;CC du Pays Riolais;23.4
247000714;CC du Pays de Villersexel;14.7
247000722;CC du Pays d'Héricourt;18.4
247000755;CC du Pays de Luxeuil;17.7
247000821;CC Rahin et Chérimont;18.6
247000854;CC des 1000 étangs;15
247100290;CU Le Creusot Montceau-les-Mines;20
247100589;CA Le Grand Chalon;21.2
247100639;CC de Marcigny;21.6
247100647;CC Bresse Nord Intercom';13.1
247103765;CC Entre Saône et Grosne;19.8
247103864;CC de Semur en Brionnais;17.2
247104094;CC Sud Côte Chalonnaise;26.8
247200090;CC du Pays Sabolien;21
247200132;CU Le Mans Métropole;23.5
247200348;CC du Pays Fléchois;24.5
247200421;CC du Sud Est Manceau;28.5
247200447;CC Orée de Bercé - Belinois;25.4
247200629;CC du Val de Sarthe;28.6
247200686;Communauté de communes du Perche Emeraude;22.7
247300015;CC des Vallées d'Aigueblanche;18.2
247300254;CC de Haute-Tarentaise;37.5
247300262;CC de Yenne;23.5
247300361;CC du Canton de La Chambre;25
247300452;CC Maurienne Galibier;38
247300528;CC Val Guiers;22
247300668;CC du Lac d'Aiguebelette (CCLA);30.2
247300676;CC Porte de Maurienne;17.3
247300817;CC Les Versants d'Aime;40
247400047;CC de la Vallée Verte;30.6
247400112;CC du Pays de Cruseilles;32.8
247400567;CC Fier et Usses;30.9
247400583;CC Arve et Salève;23.4
247400617;CC des Vallées de Thônes;40.1
247400666;CC des Quatre Rivières;27.4
247400682;CC du Haut Chablais;34.4
247400690;CC du Genevois;22.3
247400724;CC du Pays Rochois;34
247400740;CC Rumilly Terre de Savoie;30.8
247400773;CC des Sources du Lac d'Annecy;27.5
247600505;CC Campagne-de-Caux;21.8
247600588;CC des Villes Soeurs;18.2
247600604;CC de Londinières;15.3
247600620;CC Yvetot Normandie;20.4
247600646;CC Caux - Austreberthe;20.9
247600729;CC Falaises du Talou;18.9
247600786;CA de la Région Dieppoise;19.2
247700032;CC Moret Seine et Loing;21.4
247700057;CA Melun Val de Seine;20.4
247700065;CC du Pays de l'Ourcq;16.1
247700107;CC Pays de Montereau;14.5
247700339;CA Val d'Europe Agglomération;22.7
247700594;CA Marne et Gondoire;21.2
247700644;CC l'Orée de la Brie;23
247700701;CC Brie Nangissienne;18.5
247800550;CC du Pays Houdanais (CCPH);24
247800584;CA Versailles Grand Parc (CAVGP);29.8
247800618;CC Coeur d'Yvelines;28.7
247900798;CC du Thouarsais;21.2
248000499;CC du Val de Somme;22.9
248000531;CA Amiens Métropole;19.7
248000747;CC du Pays du Coquelicot;20.2
248100158;CC du Sor et de l'Agout;26.4
248100430;CA de Castres Mazamet;23.3
248100497;CC Val 81;23.3
248100737;CA de l'Albigeois (C2A);29.6
248100745;CC Thoré Montagne Noire;17.5
248200016;CC des Deux Rives;24.4
248200057;CC du Quercy Caussadais;20.4
248200065;CC de la Lomagne Tarn-et-Garonnaise;25.5
248200099;CA Grand Montauban;24.8
248200107;Quercy Rouergue et des Gorges de l'Aveyron;16.8
248300394;CA Sud Sainte Baume;27.2
248300410;CC de la Vallée du Gapeau;22
248300493;Dracénie Provence Verdon Agglomération;20.9
248300543;Métropole Toulon-Provence-Méditerranée;19.7
248300550;CC Coeur du Var;19.2
248400053;CA Ventoux-Comtat-Venaissin (COVE);22.5
248400160;CC Aygues-Ouvèze en Provence (CCAOP);25.1
248400236;Pays d'Orange en Provence;22.6
248400251;CA du Grand Avignon (COGA);21.7
248400285;Communauté de Communes Sud Luberon;22.2
248400293;CA des Sorgues du Comtat;24.8
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;23.6
248400335;CC Vaison Ventoux;19.3
248500191;CC de l'Ile de Noirmoutier;23.1
248500258;CC Océan Marais de Monts;28.4
248500340;CC Pays de Chantonnay;30.1
248500415;CC du Pays de la Châtaigneraie;21.7
248500464;CC du Pays de Pouzauges;28.8
248500530;CC du Pays des Achards;32.5
248500563;CC Vendée, Sèvre, Autise;22.8
248500589;CA La Roche-sur-Yon - Agglomération;31.1
248500621;CC du Pays des Herbiers;31.6
248500662;CC du Pays de Mortagne;32.1
248600413;CA Grand Châtellerault;20.7
248600447;CC du Pays Loudunais;15.5
248700189;CC du Pays de Saint Yrieix;24.7
248719262;CC Gartempe - Saint Pardoux;19.3
248719288;CC du Val de Vienne;29.6
248719312;CU Limoges Métropole;25.5
248719338;CC Briance-Combade;23.3
248719353;CC des Portes de Vassivière;15.5
248719361;CC de Noblat;27.6
248900334;CA du Grand Sénonais;16.6
248900383;CC de l'Agglomération Migennoise;18.3
248900524;CC de l'Aillantais en Bourgogne;21.4
248900664;CC de la Vanne et du Pays d'Othe;18
248900748;CC du Gâtinais en Bourgogne;16.8
248900896;CC Yonne Nord;14.3
248900938;CC du Jovinien;18.7
249000241;CC du Sud Territoire;15.9
249100074;CC du Pays de Limours (CCPL);32.6
249100157;CC des 2 Vallées;22.7
249100546;CC du Val d'Essonne (CCVE);25.6
249100553;CC Entre Juine et Renarde (CCEJR);25.5
