Observatoire des territoires - ANCT; ; 
Référentiel géographique : EPCI / EPT (2025); ; 
Code;Libellé;Municipales - Taux de participation au 1er tour 2020
200070977;CC du Grand Roye;56.6
200070985;CC de l'Est de la Somme;61.7
200070993;CA de la Baie de Somme;53.5
200071017;CC des Terres d'Auxois;66.7
200071025;CC Haute-Provence - Pays de Banon;64
200071033;CC Jabron-Lure-Vançon-Durance;61.4
200071041;CC du Chaourçois et du Val d'Armance;56.9
200071058;CC Les Avant-Monts;56.4
200071066;CA de Saint-Dié-des-Vosges;44.5
200071074;CC Les Portes de l'Ile de France;44.1
200071082;CA Montluçon Communauté;42.4
200071116;CA ECLA (Espace Communautaire Lons Agglomération);48.6
200071140;CA Moulins Communauté;48.5
200071165;CA Les Sables d'Olonne Agglomération;42
200071173;CC du Pays Arnay Liernais;65.3
200071181;CC Somme Sud-Ouest;63.2
200071199;CC Plaine Limagne;58
200071207;CC de Pouilly-en-Auxois / Bligny-sur-Ouche;65.4
200071215;CC Chavanon Combrailles et Volcans;67.4
200071223;CC Nièvre et Somme;51
200071298;CC des Terres du Lauragais;59
200071314;CC des Hauts-Tolosans;45.2
200071363;CA Vichy Communauté;45.7
200071371;CC Bresse et Saône;38.3
200071389;CC Saint-Pourçain Sioule Limagne;58.7
200071405;CC Ardèche Rhône Coiron;51.1
200071413;CA Privas Centre Ardèche;53
200071454;CA Evreux Portes de Normandie;41
200071470;CC Entr'Allier Besbre et Loire;55.4
200071496;CC du Bocage Bourbonnais;62.4
200071504;CC des Collines du Perche Normand;47.7
200071512;CC Commentry Montmarault Néris Communauté;55.8
200071520;CC Domfront Tinchebray Interco;42.5
200071538;CC Terres de Bresse;47.3
200071546;CC Sud Retz Atlantique;43.7
200071553;CC Loire Layon Aubance;37.3
200071579;CC Bresse Louhannaise Intercom';46.1
200071587;CC Loches Sud Touraine;52.1
200071595;CC Arbois, Poligny, Salins, Coeur du Jura;64.7
200071629;CC Challans-Gois Communauté;43.8
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;50.4
200071652;CC du Pays Fertois et du Bocage Carrougien;51.8
200071678;CA Cholet Agglomération;39.6
200071751;CA du Bassin de Bourg-en-Bresse;41.5
200071769;CC Picardie des Châteaux;51.1
200071777;CC d'Arcis, Mailly, Ramerupt;56.7
200071785;CA Chauny Tergnier La Fère;42.3
200071819;CC du Périgord Nontronnais;65.8
200071827;CA du Grand Angoulême;36.5
200071843;CC du Vexin Normand;51.5
200071850;CC du Pithiverais-Gâtinais;46.9
200071868;CC des Vallées du Haut-Anjou;40.1
200071876;CA Saumur Val de Loire;44.9
200071884;CC Le Grand Charolais;43.6
200071892;CA du Saint-Quentinois;39.2
200071900;CC Vendée Grand Littoral;46.1
200071918;CC du Pays de Saint-Fulgent - Les Essarts;43.4
200071926;CC du Limouxin;62.2
200071934;CC du Pays de Fontenay-Vendée;51
200071942;CC Haut Limousin en Marche;63.8
200071967;CC Pays d'Evian Vallée d'Abondance;46.7
200071983;CC Thiérache Sambre et Oise;61.3
200071991;CC Retz en Valois;47.5
200072007;CC Montagne d'Ardèche;78.7
200072015;CA Annonay Rhône Agglo;42.6
200072023;CC Coeur de Charente;54
200072031;CA de la Région de Château-Thierry;46.6
200072049;CC de Charente Limousine;57.4
200072056;CC Porte du Jura;59.1
200072064;CC Val-de-Cher-Controis;53
200072072;CA Territoires Vendômois;51.1
200072080;CC du Pays de Saint-Eloy;65.6
200072098;CC Combrailles Sioule et Morge;57
200072106;CC Adour Madiran;59.6
200072130;CA du Pays de Meaux;39
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;62.4
200072312;CA Seine Normandie Agglomération;42.1
200072320;CC Val de Gers;61.5
200072346;CA du Pays de Fontainebleau;45.4
200072452;CA Fougères Agglomération;43.1
200072460;CA de Béthune-Bruay, Artois-Lys Romane;47.5
200072478;CC Pays d'Opale;55
200072544;CC des Deux Morin;46.2
200072635;CC Pyrénées Haut Garonnaises;68.8
200072643;CC Coeur et Coteaux du Comminges;57.5
200072650;CC Touraine Vallée de l'Indre;42.8
200072668;CC Touraine Val de Vienne;59.1
200072676;CC Maine Saosnois;47.4
200072684;CC Le Gesnois Bilurien;45.8
200072692;CC des Vallées de la Braye et de l'Anille;49.4
200072700;CC Haute Sarthe Alpes Mancelles;52.3
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;50.6
200072726;CC Châteaubriant-Derval;46
200072734;CC Estuaire et Sillon;43.4
200072825;CC Mirebellois et Fontenois;56.5
200072874;CC Val Briard;44.1
200072882;CC de Vie et Boulogne;38.7
200072981;CC Touraine Ouest Val de Loire;51
200072999;CC du Grand Langres;57.1
200073013;CC Carnelle Pays-de-France;47.8
200073096;CA Arche Agglo;47.9
200073104;CC de l'Ile-Rousse - Balagne;62.9
200073112;CC Sud Sarthe;47.6
200073120;CC Nebbiu - Conca d'Oro;66.9
200073138;CC Pasquale Paoli;71.6
200073146;CC Cagire Garonne Salat;60.9
200073161;CC Touraine-Est Vallées;40.7
200073237;CC de Gâtine-Racan;53.8
200073245;CC du Bassin d'Aubenas;44.3
200073252;CC de la Castagniccia-Casinca;58.3
200073260;CC Sud Vendée Littoral;52.7
200073344;CA Rambouillet Territoires;44.4
200073393;CC des Rives du Haut Allier;66.8
200073401;CC Mézenc-Loire-Meygal;55.2
200073419;CA du Puy-en-Velay;51.6
200073427;CC Marches du Velay-Rochebaron;47.7
200077014;CA Vienne Condrieu;42.3
200083392;CA Laval Agglomération;39.5
200084952;Le Havre Seine Métropole;40.6
200085728;CC Brioude Sud Auvergne;59.2
200085751;CC Entre Bièvre et Rhône;38.5
200089456;CA Seine-Eure;44.6
200090504;CA Coulommiers Pays de Brie;37.2
200090561;CC Vierzon-Sologne-Berry;46.6
200090579;CC Terre d'Émeraude Communauté;64.8
200090751;CA Grand Calais Terres et Mers;40.8
200093201;Métropole Européenne de Lille;34.6
200096634;CC des Hautes Vosges;42.8
200096642;CC Gérardmer Hautes Vosges;49.6
200096675;CC Baud Communauté;56.5
200096683;CC Centre Morbihan Communauté;44.9
200096956;CA Agglomération d'Agen;44.3
240100610;CC de la Côtière à Montluel;41.6
240100750;CA du Pays de Gex;40.5
240100800;CC de Miribel et du Plateau;39.5
240100883;CC de la Plaine de l'Ain;45.9
240100891;CC Terre Valserhône (CCTV);40.3
240200444;CC de la Thiérache du Centre;60.9
240200469;CC du Pays de la Serre;58
240200477;GrandSoissons Agglomération;40
240200493;CC du Pays du Vermandois;54.2
240200501;CC du Val de l'Aisne;47.8
240200519;CC du Canton d'Oulchy-le-Château;56.8
240200576;CC de la Champagne Picarde;54.3
240200584;CC du Canton de Charly-sur-Marne;48.1
240200592;CC du Chemin des Dames;64.6
240200600;CC des Trois Rivières;55.4
240200634;CC des Portes de la Thiérache;50.1
240300491;CC du Pays de Lapalisse;49
240300558;CC du Pays de Tronçais;61.4
240300566;CC du Val de Cher;52.8
240300657;CC du Pays d'Huriel;56.2
240400440;CC Pays Forcalquier et Montagne de Lure;65.1
240500439;CC du Briançonnais;55.7
240500462;CC du Pays des Ecrins;57.2
240600551;CA de la Riviera Française;44.5
240600585;CA de Sophia Antipolis;37.1
240600593;CC du Pays des Paillons;47.2
240700302;CC du Pays Beaume-Drobie;62.9
240700617;CC Val de Ligne;58.9
240700716;CC du Val d'Ay;51.9
240700815;CC Berg et Coiron;58.6
240700864;CC du Rhône aux Gorges de l'Ardèche;53.1
240800821;CC Ardenne, Rives de Meuse;51.1
240800847;CC des Portes du Luxembourg;53.6
240800862;CC des Crêtes Préardennaises;62.1
240800920;CC de l'Argonne Ardennaise;65.4
240900431;CC du Pays de Tarascon;66.9
240900464;CC du Pays d'Olmes;56.7
241000223;CC Forêts, Lacs, Terres en Champagne;58.4
241000405;CC de la Région de Bar sur Aube;56.2
241000447;CC du Pays d'Othe;58.8
241000488;CC de l'Orvin et de l'Ardusson;51.3
241100593;CA Le Grand Narbonne;48.7
241200187;CA Rodez Agglomération;40.5
241200542;CC du Réquistanais;70.9
241200567;CC de Millau Grands Causses;53.4
241200625;CC du Pays Rignacois;64.4
241200641;CC Conques-Marcillac;56.7
241200658;CC du Pays de Salars;59.4
241200674;CC du Plateau de Montbazens;64.5
241200765;CC de Lévézou Pareloup;79.1
241200807;CC Aveyron Bas Ségala Viaur;63
241200906;CC Larzac et Vallées;73.6
241200914;CC de la Muse et des Raspes du Tarn;68.9
241300375;CC Vallée des Baux-Alpilles (CC VBA);51.2
241300417;CA d'Arles-Crau-Camargue-Montagnette;49.2
241400415;CC Coeur Côte Fleurie;46.1
241400514;CC du Pays de Falaise;49.8
241400555;CC de Bayeux Intercom;45.7
241400860;CC Coeur de Nacre;41.1
241400878;CC Terre d'Auge;50.6
241500230;Aurillac Agglomération;52.1
241500255;CC du Pays Gentiane;74.1
241500271;CC du Pays de Mauriac;69.2
241501055;CC Sumène - Artense;71.9
241501089;CC Cère et Goul en Carladès;69.9
241501139;CC du Pays de Salers;74.7
241600303;CC du Rouillacais;46
241700434;CA de La Rochelle;40.4
241700459;CC de l'Ile de Ré;53.9
241700517;CC Coeur de Saintonge;51.7
241700624;CC de l'Ile d'Oléron;50.3
241700632;CC de Gémozac et de la Saintonge Viticole;45.3
241700640;CA Royan Atlantique;42.6
241700699;CC du Bassin de Marennes;51.8
241800374;CC la Septaine;55.6
241800424;CC le Dunois;55.8
241800432;CC les Trois Provinces;48.7
241800457;CC FerCher;48.8
241800507;CA Bourges Plus;36.8
241900133;CC de Ventadour - Egletons - Monédières;67.5
241927201;CA Tulle Agglo;56.1
241927243;CC du Pays d'Uzerche;69.4
242000354;CA de Bastia;46.7
242000495;CC de l'Alta Rocca;73.5
242000503;CC Celavu-Prunelli;49.5
242010056;CA du Pays Ajaccien;36.9
242010130;CC du Sartenais Valinco Taravo;71.3
242020071;CC du Centre Corse;67.2
242020105;CC de Calvi Balagne;65
242100154;CC des Vallées de la Tille et de l'Ignon;54.5
242100410;Dijon Métropole;38.2
242101434;CC du Pays Châtillonnais;60.2
242101442;CC de Saulieu-Morvan;62.8
242101459;CC du Pays d'Alésia et de la Seine;61.3
242101491;CC du Montbardois;58.7
242101509;CC Rives de Saône;48.9
242200715;CC du Kreiz-Breizh (CCKB);63.9
242300135;CC du Pays Sostranien;51.7
242320000;CC de Bénévent Grand Bourg;58.5
242320109;CC du Pays Dunois;59
242400752;CC Périgord-Limousin;63.4
242400935;CC du Pays de Saint Aulaye;58.8
242401024;CC Isle-Loue-Auvézère en Périgord;66.7
242500320;CC Entre Doubs et Loue;62.8
242500338;CC du Grand Pontarlier;39.5
242500361;CU Grand Besançon Métropole;41.9
242504116;CC du Val de Morteau;42
242504181;CC des Portes du Haut-Doubs;56.2
242504355;CC du Plateau de Russey;64.2
242504371;CC du Pays de Sancey-Belleherbe;65.8
242504447;CC du Doubs Baumois;52.1
242504488;CC Altitude 800;63.4
242504496;CC du Plateau de Frasne et du Val de Drugeon;59
242600252;CC du Val de Drôme en Biovallée;46
242600492;CC Dieulefit-Bourdeaux;63.3
242600534;CC du Diois;68.5
242700276;CC du Pays de Conches;46.4
242700607;CC du Pays du Neubourg;49.9
242852465;CC du Bonnevalais;47.1
242900074;CC du Pays d'Iroise;50.8
242900314;Brest Métropole;39.3
242900553;CC du Pays des Abers;48.6
242900561;CC de Haute Cornouaille;56.8
242900629;CC Cap Sizun - Pointe du Raz;56.5
242900645;CC Douarnenez Communauté;44
242900660;CC du Pays Fouesnantais;45.9
242900694;CA Quimperlé Communauté;46.4
242900702;CC du Pays Bigouden Sud;49
242900710;CC du Haut Pays Bigouden;52.5
242900744;CC Poher Communauté;55.2
242900751;CC du Pays de Landivisiau;53.5
242900769;CA Concarneau Cornouaille Agglomération;39.5
242900793;CC Communauté Lesneven Côte des Légendes;44.8
242900801;CA du Pays de Landerneau-Daoulas;46.2
242900835;CA Morlaix Communauté;48.4
243000270;CC du Pays Viganais;57.4
243000296;CC du Pays de Sommières;49.7
243000569;CC Rhony, Vistre, Vidourle;47.5
243000585;CC Beaucaire Terre d'Argence;52.5
243000593;CC de Petite Camargue;50.4
243000643;CA de Nîmes Métropole;38.3
243000650;CC Terre de Camargue;51.9
243000684;CC du Pont du Gard;60
243100518;Toulouse Métropole;40
243100567;CC Aux sources du Canal du Midi;51.6
243100633;CA du Sicoval;48.7
243100732;CC des Coteaux du Girou;52.3
243100773;CC Val'Aïgo;52
243100781;Le Grand Ouest Toulousain agglomération;44.1
243100815;CC des Coteaux Bellevue;48.8
243200391;CC de la Lomagne Gersoise;60.2
243200409;CC du Bas Armagnac;61.6
243200417;CC de la Tenarèze;59.2
243200425;CC Coeur d'Astarac en Gascogne;66
243200458;CC du Grand Armagnac;60.4
243200508;CC Bastides et Vallons du Gers;68.2
243200599;CC du Saves;60.2
243200607;CC Artagnan de Fezensac;69.4
243300316;Bordeaux Métropole;37.3
243300563;CA Bassin d'Arcachon Sud (COBAS);42.2
243300811;CC de l'Estuaire;45.6
243301165;CC Jalle-Eau-Bourde;42.9
243301181;CC Latitude Nord Gironde;50.1
243301215;CC du Créonnais;51.9
243301223;CC du Grand Cubzaguais;45.2
243301249;CC Les Rives de la Laurence;40.7
243301264;CC de Montesquieu;44.8
243301355;CC les Coteaux Bordelais;53.8
243301371;CC du Pays Foyen;52.3
243301389;CC Médullienne;51.7
243301397;CC du Fronsadais;51
243301405;CC du Val de l'Eyre;55.8
243301439;CC des Portes de l'Entre-Deux-Mers;48.3
243301447;CC Médoc Estuaire;42.6
243301454;CC Castillon/Pujols;54.1
243301504;CA du Bassin d'Arcachon Nord (COBAN);44.3
243400017;Montpellier Méditerranée Métropole;39.2
243400355;CC du Clermontais;49.4
243400470;CA du Pays de l'Or;46.7
243400488;CC la Domitienne;50.6
243400520;CA Lunel Agglo;47.5
243400694;CC Vallée de l'Hérault;52.6
243400736;CC des Cévennes Gangeoises et Suménoises;53.2
243400769;CA de Béziers-Méditerranée;48.8
243400819;CA Hérault-Méditerranée;50.3
243500139;Rennes Métropole;41.1
243500550;CC Montfort Communauté;43.8
243500618;CC Brocéliande Communauté;38.5
243500634;Roche aux Fées Communauté;46
243500659;CC Pays de Châteaugiron Communauté;45.1
243500667;CC Val d'Ille-Aubigné;52.3
243500725;CC Côte d'Emeraude;51.8
243500733;CC Bretagne Romantique;54.4
243500741;CA Redon Agglomération;46.9
243500774;CC Liffré-Cormier Communauté;47.5
243500782;CA du Pays de Saint Malo Agglomération;47.1
243600202;CC Chabris - Pays de Bazelle;50.5
243600236;CC du Pays d'Issoudun;47.8
243600293;CC Levroux Boischaut Champagne;63.7
243600301;CC Val de l'Indre - Brenne;49.9
243600319;CC Brenne - Val de Creuse;57.6
243600327;CA Châteauroux Métropole;42.9
243600343;CC Coeur de Brenne;60.6
243600350;CC de la Châtre et Sainte-Sévère;58.8
243700499;CC du Castelrenaudais;47.6
243700754;Tours Métropole Val de Loire;38.8
243700820;CC Autour de Chenonceaux Bléré-Val de Cher;47.6
243800604;CA Porte de l'Isère (CAPI);36.5
243800745;CC de l'Oisans;61.9
243800935;CC Lyon-Saint-Exupéry en Dauphiné;41.5
243800984;CA du Pays Voironnais;42.1
243801024;CC du Massif du Vercors;58.7
243801073;CC de Bièvre Est;45.9
243801255;CC Collines Isère Nord Communauté;38
243900354;CC de la Station des Rousses-Haut Jura;49.8
243900420;CC du Val d'Amour;64
243900479;CC Haut-Jura Arcade Communauté;27.7
243900560;CC Jura Nord;52.8
243900610;CC la Grandvallière;48.2
243901089;CC de la Plaine Jurassienne;56.1
244000543;CC de Mimizan;59.2
244000659;CC du Seignanx;46.7
244000675;CA du Grand Dax;48.7
244000691;CC du Pays Morcenais;58.7
244000766;CC du Pays Tarusate;58.8
244000774;CC du Pays de Villeneuve en Armagnac Landais;56.6
244000808;CA Mont de Marsan Agglomération;43.2
244000824;CC du Pays Grenadois;60.6
244000857;CC Côte Landes Nature;60.1
244000865;CC Maremne Adour Côte Sud;49.3
244000873;CC des Grands Lacs;48.4
244000881;CC Coteaux et Vallées des Luys;61.8
244100293;CC des Collines du Perche;51.6
244100780;CC de la Sologne des Etangs;56.7
244100798;CC du Grand Chambord;43.1
244100806;CC de la Sologne des Rivières;55.9
244200614;CC des Vals d'Aix et Isable;54.4
244200622;CC des Monts du Pilat;48.8
244200630;CC du Pays Entre Loire et Rhône;50.4
244200770;Saint-Étienne Métropole;35.3
244200820;CC du Pays d'Urfé;63.7
244200895;CC du Pilat Rhodanien;40.9
244300307;CC Haut Pays du Velay;59.6
244301016;CC des Sucs;52.8
244301099;CC Auzon Communauté;47.6
244301107;CC du Haut Lignon;56.9
244301123;CC des Pays de Cayres et de Pradelles;76.2
244301131;CC Loire et Semène;43
244400404;Nantes Métropole;39
244400438;Grand Lieu Communauté;38.3
244400453;CC du Pays de Blain;42.1
244400503;CC d'Erdre et Gesvres;40.2
244400537;CC de Nozay;39.3
244400552;CC du Pays d'Ancenis;46.3
244400586;CC du Sud Estuaire;38.5
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);47.8
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);38.5
244500203;CA Montargoise et Rives du Loing (AME);36.7
244500211;CC Giennoises;46.8
244500419;CC des Quatre Vallées;42.8
244500427;CC des Loges;45.1
244500468;Orléans Métropole;37.2
244500484;CC de la Forêt;48
244500542;CC de la Plaine du Nord Loiret;51.4
244600433;CC de la Vallée du Lot et du Vignoble;61
244600482;CC Quercy - Bouriane;59
244600532;CC du Pays de Lalbenque-Limogne;65.2
244600573;CC du Causse de Labastide Murat;69.6
244700449;CC du Pays de Duras;59.3
244700464;CC du Pays de Lauzun;61.7
244701355;CC des Coteaux et Landes de Gascogne;65.4
244701405;CC Lot et Tolzac;54
244800405;CC Coeur de Lozère;56.6
244800470;CC du Gévaudan;61.8
244900015;CU Angers Loire Métropole;39.1
244900809;CC Anjou Bleu Communauté;42.3
244900882;CC Baugeois Vallée;38.1
245100615;CC de la Grande Vallée de la Marne;45.6
245100888;CC de la Brie Champenoise;45.7
245100979;CC du Sud Marnais;51.3
245200597;CC des Trois Forêts;65.7
245300223;CC du Pays de Meslay-Grez;50
245300355;CC de l'Ernée;50.4
245300389;CC du Bocage Mayennais;52
245300447;CC du Pays de Château-Gontier;41.7
245400171;CC Moselle et Madon;46.8
245400189;CC des Pays du Sel et du Vermois;42
245400262;Agglomération du Grand Longwy;34.4
245400510;CC du Pays de Colombey et du Sud Toulois;61.8
245400601;CC du Bassin de Pompey;41.7
245400676;Métropole du Grand Nancy;38.7
245400759;CC du Pays du Sanon;65.1
245500327;CC du Sammiellois;57
245501176;CC du Territoire de Fresnes-en-Woëvre;69.3
245501184;CC du Pays de Revigny-sur-Ornain;54.8
245501242;CC du Pays d'Étain;59.8
245501259;CC du Pays de Montmédy;63.5
245600440;CC Blavet Bellevue Océan;55.9
245600465;CC de Belle Ile en Mer;60
245614383;CC Questembert Communauté;51.5
245614417;CC Roi Morvan Communauté;56.4
245614433;CC Pontivy Communauté;52.8
245700133;CC du District Urbain de Faulquemont (DUF);46.1
245700372;CA de Forbach Porte de France;38.7
245700398;CC de Freyming-Merlebach;39
245700695;CC de Cattenom et Environs;35.4
245700950;CC du Pays de Phalsbourg;56.7
245701164;CC du Warndt;40.9
245701206;CC du Saulnois;64.9
245701222;CA du Val de Fensch;35.7
245701271;CC du Pays Orne Moselle;39.9
245701354;CC de l'Arc Mosellan;41.3
245701362;CA Portes de France-Thionville;34.7
245701404;CC du Pays Haut Val d'Alzette;38.9
245801063;CC Loire et Allier;55.4
245804406;CA de Nevers;42.6
245804497;CC du Nivernais Bourbonnais;50.1
245900428;CU de Dunkerque;42.3
245900758;CC Flandre Lys;43.4
245901038;CC du Pays Solesmois;49.5
245901152;CA Coeur d'Ostrevent;47.2
245901160;CA Valenciennes Métropole;40.3
246000129;CC du Liancourtois;46
246000376;CC du Clermontois;48.5
246000566;CC du Plateau Picard;55
246000582;CC des Sablons;36.9
246000707;CC du Vexin-Thelle;53.6
246000749;CC des Lisières de l'Oise;40.5
246000756;CC du Pays Noyonnais;48.9
246000764;CC de l'Aire Cantilienne;41.9
246000772;CC des Deux Vallées;48.3
246000848;CC de la Picardie Verte;56.9
246000855;CC du Pays des Sources;57.9
246000871;CC du Pays de Valois;44.4
246000897;CC de la Plaine d'Estrées;48.8
246000913;CC du Pays de Bray;50.5
246000921;CC des Pays d'Oise et d'Halatte;44.3
246100390;CC du Val d'Orne;54.6
246100663;CU d'Alençon;40
246200299;CA d'Hénin-Carvin;41.6
246200364;CA de Lens - Liévin;39.7
246200380;CC de la Terre des Deux Caps;56
246200729;CA du Boulonnais;44.6
246200844;CC de la Région d'Audruicq;50.3
246201016;CC du Pays de Lumbres;64.6
246300701;Clermont Auvergne Métropole;39.2
246300966;CC du Massif du Sancy;65.8
246301097;CC Entre Dore et Allier;45.4
246400337;CC de la Vallée d'Ossau;68.1
246401756;CC Pays de Nay;59
246500482;CC de la Haute-Bigorre;53.8
246500573;CC Aure Louron;68.6
246600282;CC Sud-Roussillon;45.5
246600373;CC du Vallespir;51.6
246600399;CC Pyrénées Cerdagne;66.5
246600415;CC Roussillon-Conflent;54.4
246600423;CC Agly Fenouillèdes;66.5
246600449;CC des Aspres;58.6
246600464;CC Pyrénées Catalanes;75.9
246600548;CC du Haut Vallespir;60.9
246700306;CC de la Vallée de la Bruche;46.7
246700488;Eurométropole de Strasbourg;34.6
246700744;CC des Portes de Rosheim;41
246700777;CC de la Vallée de Villé;51.9
246700843;CC de la Basse-Zorn;38.1
246700926;CC du Pays de Wissembourg;54.9
246700959;CC du Pays de la Zorn;42.8
246700967;CC de Sélestat;41.3
246701064;CC de la Région de Molsheim-Mutzig;50
246701080;CC du Pays de Sainte-Odile;42.8
246701098;CC du Pays de Niederbronn-les-Bains;42.6
246800205;CC de la Vallée de Saint-Amarin;40.1
246800395;CC du Val d'Argent;44.8
246800445;CC du Centre du Haut-Rhin;34.8
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;50.4
246800551;CC de la Vallée de Kaysersberg;44.6
246800569;CC de la Région de Guebwiller;35.9
246800577;CC du Pays de Ribeauvillé;45.4
246800585;CC de la Vallée de Munster;42
246800676;CC de la Vallée de la Doller et du Soultzbach;45.8
246800726;CA Colmar Agglomération;36.3
246900575;CC de l'Est Lyonnais (CCEL);43.2
246900625;CC du Pays de l'Arbresle (CCPA);44.7
246900724;CC des Vallons du Lyonnais (CCVL);44
246900740;CC du Pays Mornantais (COPAMO);43.8
246900757;CC de la Vallée du Garon (CCVG);39.8
246900765;CC du Pays de l'Ozon;47.1
247000011;CA de Vesoul;46.2
247000367;CC des Combes;59.9
247000623;CC des Quatre Rivières;69.6
247000664;CC du Pays de Lure;45.2
247000698;CC des Monts de Gy;67.4
247000706;CC du Pays Riolais;60.6
247000714;CC du Pays de Villersexel;61.8
247000722;CC du Pays d'Héricourt;45.5
247000755;CC du Pays de Luxeuil;51.2
247000821;CC Rahin et Chérimont;47
247000854;CC des 1000 étangs;61.9
247100290;CU Le Creusot Montceau-les-Mines;38.7
247100589;CA Le Grand Chalon;43.2
247100639;CC de Marcigny;56.6
247100647;CC Bresse Nord Intercom';60.7
247103765;CC Entre Saône et Grosne;48
247103864;CC de Semur en Brionnais;56.7
247104094;CC Sud Côte Chalonnaise;54
247200090;CC du Pays Sabolien;41.7
247200132;CU Le Mans Métropole;37
247200348;CC du Pays Fléchois;48
247200421;CC du Sud Est Manceau;37.9
247200447;CC Orée de Bercé - Belinois;40.4
247200629;CC du Val de Sarthe;43.2
247200686;Communauté de communes du Perche Emeraude;40.7
247300015;CC des Vallées d'Aigueblanche;35.6
247300254;CC de Haute-Tarentaise;58.9
247300262;CC de Yenne;52.9
247300361;CC du Canton de La Chambre;61.3
247300452;CC Maurienne Galibier;63.3
247300528;CC Val Guiers;42
247300668;CC du Lac d'Aiguebelette (CCLA);60.3
247300676;CC Porte de Maurienne;50.5
247300817;CC Les Versants d'Aime;53
247400047;CC de la Vallée Verte;54.4
247400112;CC du Pays de Cruseilles;53
247400567;CC Fier et Usses;39.8
247400583;CC Arve et Salève;46.3
247400617;CC des Vallées de Thônes;48.7
247400666;CC des Quatre Rivières;42.9
247400682;CC du Haut Chablais;64.7
247400690;CC du Genevois;43.7
247400724;CC du Pays Rochois;36.9
247400740;CC Rumilly Terre de Savoie;40.1
247400773;CC des Sources du Lac d'Annecy;48.1
247600505;CC Campagne-de-Caux;44.9
247600588;CC des Villes Soeurs;54.2
247600604;CC de Londinières;61.3
247600620;CC Yvetot Normandie;45
247600646;CC Caux - Austreberthe;37.2
247600729;CC Falaises du Talou;58.1
247600786;CA de la Région Dieppoise;47.9
247700032;CC Moret Seine et Loing;43.3
247700057;CA Melun Val de Seine;34.2
247700065;CC du Pays de l'Ourcq;43.6
247700107;CC Pays de Montereau;48
247700339;CA Val d'Europe Agglomération;39.2
247700594;CA Marne et Gondoire;39.3
247700644;CC l'Orée de la Brie;40.4
247700701;CC Brie Nangissienne;48.9
247800550;CC du Pays Houdanais (CCPH);44.6
247800584;CA Versailles Grand Parc (CAVGP);39.4
247800618;CC Coeur d'Yvelines;45
247900798;CC du Thouarsais;45.9
248000499;CC du Val de Somme;55
248000531;CA Amiens Métropole;37.7
248000747;CC du Pays du Coquelicot;58.8
248100158;CC du Sor et de l'Agout;53.2
248100430;CA de Castres Mazamet;41.8
248100497;CC Val 81;69.5
248100737;CA de l'Albigeois (C2A);45.7
248100745;CC Thoré Montagne Noire;54.2
248200016;CC des Deux Rives;60.8
248200057;CC du Quercy Caussadais;53.2
248200065;CC de la Lomagne Tarn-et-Garonnaise;62
248200099;CA Grand Montauban;43.8
248200107;Quercy Rouergue et des Gorges de l'Aveyron;65.3
248300394;CA Sud Sainte Baume;40.6
248300410;CC de la Vallée du Gapeau;34.1
248300493;Dracénie Provence Verdon Agglomération;45.5
248300543;Métropole Toulon-Provence-Méditerranée;35.4
248300550;CC Coeur du Var;46.6
248400053;CA Ventoux-Comtat-Venaissin (COVE);48.1
248400160;CC Aygues-Ouvèze en Provence (CCAOP);49.6
248400236;Pays d'Orange en Provence;45.8
248400251;CA du Grand Avignon (COGA);39.5
248400285;Communauté de Communes Sud Luberon;54.8
248400293;CA des Sorgues du Comtat;47.1
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;40.8
248400335;CC Vaison Ventoux;62.7
248500191;CC de l'Ile de Noirmoutier;59
248500258;CC Océan Marais de Monts;46.1
248500340;CC Pays de Chantonnay;48.2
248500415;CC du Pays de la Châtaigneraie;50.3
248500464;CC du Pays de Pouzauges;45.6
248500530;CC du Pays des Achards;48
248500563;CC Vendée, Sèvre, Autise;55.2
248500589;CA La Roche-sur-Yon - Agglomération;44.2
248500621;CC du Pays des Herbiers;48.9
248500662;CC du Pays de Mortagne;41.1
248600413;CA Grand Châtellerault;43.5
248600447;CC du Pays Loudunais;57.8
248700189;CC du Pays de Saint Yrieix;46.1
248719262;CC Gartempe - Saint Pardoux;55.6
248719288;CC du Val de Vienne;52.7
248719312;CU Limoges Métropole;40.7
248719338;CC Briance-Combade;61.7
248719353;CC des Portes de Vassivière;62.4
248719361;CC de Noblat;57.2
248900334;CA du Grand Sénonais;42.8
248900383;CC de l'Agglomération Migennoise;49.1
248900524;CC de l'Aillantais en Bourgogne;51.3
248900664;CC de la Vanne et du Pays d'Othe;52.2
248900748;CC du Gâtinais en Bourgogne;48.6
248900896;CC Yonne Nord;48.4
248900938;CC du Jovinien;51.6
249000241;CC du Sud Territoire;46.5
249100074;CC du Pays de Limours (CCPL);46.2
249100157;CC des 2 Vallées;45.3
249100546;CC du Val d'Essonne (CCVE);42.3
249100553;CC Entre Juine et Renarde (CCEJR);47.2
