SIREN,Nom de l'EPCI,Nature de l'EPCI,Superficie de l'EPCI (km²),Superficie des territoires artificialisés* (km²),Part de la superficie artificialisée,,* Les donnes proviennent de Corine Land Cover millésime 2018
200069268,CC Aubrac Lot Causses Tarn,Communauté de communes,"584,263","5,78","0,99 %",,
200069300,CA Tarbes-Lourdes-Pyrénées,Communauté d'agglomération,"617,69","74,638","12,08 %",,
200069383,CC Ouest Aveyron Communauté,Communauté de communes,"670,474","18,075","2,70 %",,
200069391,CA Lamballe Terre et Mer,Communauté d'agglomération,"926,324","46,483","5,02 %",,
200069409,CA Saint-Brieuc Armor Agglomération,Communauté d'agglomération,"605,577","79,219","13,08 %",,
200069417,CC Pays d'Orthe et Arrigans,Communauté de communes,"391,358","16,482","4,21 %",,
200069425,CA Mont-Saint-Michel-Normandie,Communauté d'agglomération,"1561,956","55,047","3,52 %",,
200069433,CC de Vezouze en Piémont,Communauté de communes,"450,354","14,477","3,21 %",,
200069441,CC du Pays de Bitche,Communauté de communes,"601,7","31,621","5,26 %",,
200069458,CC des Vallées d'Auge et du Merlerault,Communauté de communes,"533,669","9,187","1,72 %",,
200069482,CC des Campagnes de l'Artois,Communauté de communes,"556,592","31,203","5,61 %",,
200069516,CC Seulles Terre et Mer,Communauté de communes,"197,018","11,721","5,95 %",,
200069524,CC Pré-Bocage Intercom,Communauté de communes,"422,932","7,975","1,89 %",,
200069532,CA Lisieux Normandie,Communauté d'agglomération,"962,901","33,385","3,47 %",,
200069540,CC Norge et Tille,Communauté de communes,"126,125","11,849","9,39 %",,
200069565,CC des Lacs et Montagnes du Haut-Doubs,Communauté de communes,"420,708","11,755","2,79 %",,
200069581,CC Convergence Garonne,Communauté de communes,"311,499","20,057","6,44 %",,
200069599,CC rurales de l'Entre-Deux-Mers,Communauté de communes,"447,597","7,432","1,66 %",,
200069615,CC Bresse Haute Seille,Communauté de communes,"442,209","20,298","4,59 %",,
200069623,CC Champagnole Nozeroy Jura,Communauté de communes,"627,762","20,83","3,32 %",,
200069631,CC Terres de Chalosse,Communauté de communes,"312,655","10,501","3,36 %",,
200069649,CC Chalosse Tursan,Communauté de communes,"588,909","16,527","2,81 %",,
200069656,CC Cœur Haute Lande,Communauté de communes,"1792,786","21,766","1,21 %",,
200069664,CC Meuse Rognon,Communauté de communes,"852,021","11,606","1,36 %",,
200069672,CC du Ternois,Communauté de communes,"636,302","33,912","5,33 %",,
200069698,CC Mâconnais - Tournugeois,Communauté de communes,"218,455","13,715","6,28 %",,
200069722,CC interrégionale Aumale - Blangy-sur-Bresle,Communauté de communes,"464,946","19,501","4,19 %",,
200069730,CC des 4 rivières,Communauté de communes,"611,307","14,935","2,44 %",,
200069748,CC Val de Gâtine,Communauté de communes,"557,856","17,812","3,19 %",,
200069755,CC Mellois en Poitou,Communauté de communes,"1292,47","51,307","3,97 %",,
200069763,CC du Haut-Poitou,Communauté de communes,"699,539","30,457","4,35 %",,
200069821,CA Fécamp Caux Littoral Agglomération,Communauté d'agglomération,"208,475","20,115","9,65 %",,
200069839,CC de la Côte d'Albâtre,Communauté de communes,"389,899","31,575","8,10 %",,
200069847,CC Plateau de Caux,Communauté de communes,"253,725","11,327","4,46 %",,
200069854,CU du Grand Poitiers,Communauté urbaine,"1073,137","119,739","11,16 %",,
200069912,CC des Forêts du Perche,Communauté de communes,"316,719","8,519","2,69 %",,
200069953,CC des Portes Euréliennes d'Île-de-France,Communauté de communes,"405,447","33,718","8,32 %",,
200069961,CC du Grand Châteaudun,Communauté de communes,"792,462","32,377","4,09 %",,
200069995,CC Médoc Cœur de Presqu'île,Communauté de communes,"570,539","20,679","3,62 %",,
200070035,CC du Civraisien en Poitou,Communauté de communes,"894,272","23,648","2,64 %",,
200070043,CC Vienne et Gartempe,Communauté de communes,"2002,329","35,987","1,80 %",,
200070068,CC Communauté Bray-Eawy,Communauté de communes,"489,605","10,912","2,23 %",,
200070092,CA du Libournais,Communauté d'agglomération,"572,341","57,459","10,04 %",,
200070100,CC du Val de Sully,Communauté de communes,"595,186","21,54","3,62 %",,
200070118,CC Val de Saône Centre,Communauté de communes,"158,161","14,413","9,11 %",,
200070126,CC Seine et Aube,Communauté de communes,"388,635","13,774","3,54 %",,
200070142,CC Lyons Andelle,Communauté de communes,"275,845","16,521","5,99 %",,
200070159,CC Cœur de Beauce,Communauté de communes,"972,936","22,907","2,35 %",,
200070167,CC Terres de Perche,Communauté de communes,"372,499","7,288","1,96 %",,
200070183,CC des Terres du Val de Loire,Communauté de communes,"662,952","34,634","5,22 %",,
200070233,CA Terres de Montaigu,Communauté d'agglomération,"383,702","30,673","7,99 %",,
200070282,CC Lavalette Tude Dronne,Communauté de communes,"757,921","8,848","1,17 %",,
200070290,CC Coeur du Pays Haut,Communauté de communes,"211,645","13,991","6,61 %",,
200070308,CA Mâconnais Beaujolais Agglomération,Communauté d'agglomération,"300,176","49,887","16,62 %",,
200070316,"CC Entre Arroux, Loire et Somme",Communauté de communes,"868,029","23,31","2,69 %",,
200070324,CC du Territoire de Lunéville à Baccarat,Communauté de communes,"454,963","32,521","7,15 %",,
200070332,CC des Savoir-Faire,Communauté de communes,"810,122","21,794","2,69 %",,
200070340,CC Haute Maurienne Vanoise,Communauté de communes,"957,942","8,372","0,87 %",,
200070365,CC Corbières Salanque Méditerranée,Communauté de communes,"562,557","11,901","2,12 %",,
200070373,CC Loir-Lucé-Bercé,Communauté de communes,"539,44","19,026","3,53 %",,
200070407,CA Agglo Pays d'Issoire,Communauté d'agglomération,"1024,548","34,848","3,40 %",,
200070431,CC Saint-Marcellin Vercors Isère Communauté,Communauté de communes,"596,429","22,269","3,73 %",,
200070449,CC Inter-Caux-Vexin,Communauté de communes,"545,19","28,938","5,31 %",,
200070464,CC Cœur de Maurienne Arvan,Communauté de communes,"362,261","14,203","3,92 %",,
200070506,CC Pays de Nexon Monts de Chalus,Communauté de communes,"397,038","8,493","2,14 %",,
200070514,CA du Grand Cognac,Communauté d'agglomération,"756,002","58,186","7,70 %",,
200070530,CC du Grand Autunois Morvan,Communauté de communes,"1258,022","24,863","1,98 %",,
200070548,CC Brionnais Sud Bourgogne,Communauté de communes,"290,202","10,926","3,76 %",,
200070555,CC de la Veyle,Communauté de communes,"213,411","19,03","8,92 %",,
200070563,CC Terres Touloises,Communauté de communes,"471,369","35,025","7,43 %",,
200070571,CC Cœur de Berry,Communauté de communes,"209,472","5,678","2,71 %",,
200070589,CC de Seille et Grand Couronné,Communauté de communes,"347,984","13,273","3,81 %",,
200070647,CA Bergeracoise,Communauté d'agglomération,"589,539","51,062","8,66 %",,
200070662,CC Bretagne porte de Loire Communauté,Communauté de communes,"467,06","18,768","4,02 %",,
200070670,CC du Pays de Dol et de la Baie du Mont Saint-Michel,Communauté de communes,"326,492","16,447","5,04 %",,
200070688,CC Couesnon Marches de Bretagne,Communauté de communes,"400,389","11,786","2,94 %",,
200070712,CC Thiers Dore et Montagne,Communauté de communes,"626,112","24,978","3,99 %",,
200070720,CC Médoc Atlantique,Communauté de communes,"1246,619","53,421","4,29 %",,
200070738,CC Mad et Moselle,Communauté de communes,"460,12","17,541","3,81 %",,
200070746,CA Sarreguemines Confluences,Communauté d'agglomération,"341,367","52,542","15,39 %",,
200070753,CA Riom Limagne et Volcans,Communauté d'agglomération,"406,87","47,108","11,58 %",,
200070761,CC Ambert Livradois Forez,Communauté de communes,"1232,105","16,739","1,36 %",,
200070779,CC Brie des Rivières et Châteaux,Communauté de communes,"366,52","23,213","6,33 %",,
200070787,CC du Plateau de Lannemezan,Communauté de communes,"431,433","16,215","3,76 %",,
200070795,CC du Pays de Trie et du Magnoac,Communauté de communes,"332,387","2,883","0,87 %",,
200070803,CC des Coteaux du Val d'Arros,Communauté de communes,"262,356","10,129","3,86 %",,
200070811,CC Pyrénées Vallées des Gaves,Communauté de communes,"1001,437","14,967","1,49 %",,
200070829,CC Neste Barousse,Communauté de communes,"306,092","7,249","2,37 %",,
200070845,CC Orne Lorraine Confluences,Communauté de communes,"395,999","30,389","7,67 %",,
200070852,CC Usses et Rhône,Communauté de communes,"274,112","11,357","4,14 %",,
200070894,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,Communauté de communes,"493,544","24,657","5,00 %",,
200070902,CC Auxonne Pontailler Val de Saône,Communauté de communes,"386,185","22,664","5,87 %",,
200070910,CC Tille et Venelle,Communauté de communes,"314,317","9,125","2,90 %",,
200070928,CC Terre de Picardie,Communauté de communes,"298,149","22,346","7,49 %",,
200070936,CC Ponthieu-Marquenterre,Communauté de communes,"781,566","39,393","5,04 %",,
200070944,CC du Vimeu,Communauté de communes,"189,859","17,254","9,09 %",,
200070951,CC du Territoire Nord Picardie,Communauté de communes,"540,388","25,09","4,64 %",,
200070969,CC Avre Luce Noye,Communauté de communes,"387,353","17,864","4,61 %",,
200070977,CC du Grand Roye,Communauté de communes,"399,215","29,077","7,28 %",,
200070985,CC de l'Est de la Somme,Communauté de communes,"266,529","24,818","9,31 %",,
200070993,CA de la Baie de Somme,Communauté d'agglomération,"399,949","37,28","9,32 %",,
200071017,CC des Terres d'Auxois,Communauté de communes,"774,185","14,816","1,91 %",,
200071025,CC Haute-Provence-Pays de Banon,Communauté de communes,"482,464","4,723","0,98 %",,
200071033,CC Jabron-Lure-Vançon-Durance,Communauté de communes,"307,67","2,65","0,86 %",,
200071041,CC du Chaourçois et du Val d'Armance,Communauté de communes,"590,007","10,235","1,73 %",,
200071058,CC Les Avant-Monts,Communauté de communes,"354,551","16,42","4,63 %",,
200071066,CA de Saint-Dié-des-Vosges,Communauté d'agglomération,"980,977","55,215","5,63 %",,
200071074,CC Les Portes de l'Ile de France,Communauté de communes,"146,072","14,125","9,67 %",,
200071082,CA Montluçon Communauté,Communauté d'agglomération,"378,168","44,148","11,67 %",,
200071116,CA ECLA  (Espace Communautaire Lons Agglomération),Communauté d'agglomération,"197,713","24,527","12,41 %",,
200071140,CA Moulins Communauté,Communauté d'agglomération,"1342,911","47,034","3,50 %",,
200071165,CA Les Sables d'Olonne Agglomération,Communauté d'agglomération,"173,492","35,054","20,20 %",,
200071173,CC du Pays Arnay Liernais,Communauté de communes,"475,482","8,01","1,68 %",,
200071181,CC Somme Sud-Ouest,Communauté de communes,"913,478","33,548","3,67 %",,
200071199,CC Plaine Limagne,Communauté de communes,"354,97","20,361","5,74 %",,
200071207,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,Communauté de communes,"499,032","12,645","2,53 %",,
200071215,CC Chavanon Combrailles et Volcans,Communauté de communes,"845,245","13,16","1,56 %",,
200071223,CC Nièvre et Somme,Communauté de communes,"314,479","16,822","5,35 %",,
200071298,CC des Terres du Lauragais,Communauté de communes,"621,169","18,007","2,90 %",,
200071314,CC des Hauts-Tolosans,Communauté de communes,"378,336","17,868","4,72 %",,
200071363,CA Vichy Communauté,Communauté d'agglomération,"743,661","53,885","7,25 %",,
200071371,CC Bresse et Saône,Communauté de communes,"260,175","20,966","8,06 %",,
200071389,CC Saint-Pourçain Sioule Limagne,Communauté de communes,"919,544","32,207","3,50 %",,
200071405,CC Ardèche Rhône Coiron,Communauté de communes,"283,738","14,964","5,27 %",,
200071413,CA Privas Centre Ardèche,Communauté d'agglomération,"604,868","26,461","4,37 %",,
200071454,CA Evreux Portes de Normandie,Communauté d'agglomération,"660,346","72,377","10,96 %",,
200071470,CC Entr'Allier Besbre et Loire,Communauté de communes,"1096,443","24,53","2,24 %",,
200071496,CC du Bocage Bourbonnais,Communauté de communes,"741,658","8,965","1,21 %",,
200071504,CC des Collines du Perche Normand,Communauté de communes,"364,95","8,908","2,44 %",,
200071512,CC Commentry Montmarault Néris Communauté,Communauté de communes,"732,388","20,754","2,83 %",,
200071520,CC Domfront Tinchebray Interco,Communauté de communes,"367,53","7,999","2,18 %",,
200071538,CC Terres de Bresse,Communauté de communes,"398,55","23,301","5,85 %",,
200071546,CC Sud Retz Atlantique,Communauté de communes,"351,481","13,878","3,95 %",,
200071553,CC Loire Layon Aubance,Communauté de communes,"614,6","35,8","5,82 %",,
200071579,CC Bresse Louhannaise Intercom',Communauté de communes,"513,803","30,751","5,98 %",,
200071587,CC Loches Sud Touraine,Communauté de communes,"1822,526","34,876","1,91 %",,
200071595,"CC Arbois, Poligny, Salins, Cœur du Jura",Communauté de communes,"602,81","18,268","3,03 %",,
200071629,CC Challans-Gois Communauté,Communauté de communes,"445,154","36,344","8,16 %",,
200071645,CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,Communauté de communes,"258,331","2,738","1,06 %",,
200071652,CC du Pays Fertois et du Bocage Carrougien,Communauté de communes,"232,692","2,187","0,94 %",,
200071678,CA Cholet Agglomération,Communauté d'agglomération,"786,685","56,115","7,13 %",,
200071751,CA du Bassin de Bourg-en-Bresse,Communauté d'agglomération,"1241,784","89,089","7,17 %",,
200071769,CC Picardie des Châteaux,Communauté de communes,"292,857","18,337","6,26 %",,
200071777,"CC d'Arcis, Mailly, Ramerupt",Communauté de communes,"610,595","20,426","3,35 %",,
200071785,CA Chauny-Tergnier-La Fère,Communauté d'agglomération,"385,483","42,661","11,07 %",,
200071819,CC du Périgord Nontronnais,Communauté de communes,"576,027","11,485","1,99 %",,
200071827,CA du Grand Angoulême,Communauté d'agglomération,"645,771","109,071","16,89 %",,
200071843,CC du Vexin Normand,Communauté de communes,"346,457","20,596","5,94 %",,
200071850,CC du Pithiverais-Gâtinais,Communauté de communes,"434,302","20,46","4,71 %",,
200071868,CC des Vallées du Haut-Anjou,Communauté de communes,"646,818","20,708","3,20 %",,
200071876,CA Saumur Val de Loire,Communauté d'agglomération,"1246,742","71,887","5,77 %",,
200071884,CC Le Grand Charolais,Communauté de communes,"946,975","38,84","4,10 %",,
200071892,CA du Saint-Quentinois,Communauté d'agglomération,"295,13","41,276","13,99 %",,
200071900,CC Vendée Grand Littoral,Communauté de communes,"507,8","39,614","7,80 %",,
200071918,CC du Pays de Saint-Fulgent - Les Essarts,Communauté de communes,"327,027","20,551","6,28 %",,
200071926,CC du Limouxin,Communauté de communes,"813,742","14,161","1,74 %",,
200071934,CC Pays de Fontenay-Vendée,Communauté de communes,"465,355","34,862","7,49 %",,
200071942,CC Haut Limousin en Marche,Communauté de communes,"1270,93","13,551","1,07 %",,
200071967,CC Pays d'Évian Vallée d'Abondance,Communauté de communes,"322,392","30,495","9,46 %",,
200071983,CC Thiérache Sambre et Oise,Communauté de communes,"332,375","15,465","4,65 %",,
200071991,CC Retz-en-Valois,Communauté de communes,"537,709","22,656","4,21 %",,
200072007,CC de la Montagne d'Ardèche,Communauté de communes,"699,842","1,732","0,25 %",,
200072015,CA Annonay Rhône Agglo,Communauté d'agglomération,"319,784","36,369","11,37 %",,
200072023,CC Cœur de Charente,Communauté de communes,"604,827","27,164","4,49 %",,
200072031,CA de la Région de Château-Thierry,Communauté d'agglomération,"889,264","38,949","4,38 %",,
200072049,CC de Charente Limousine,Communauté de communes,"1396,14","33,586","2,41 %",,
200072056,CC Porte du Jura,Communauté de communes,"209,148","8,554","4,09 %",,
200072064,CC Val-de-Cher-Controis,Communauté de communes,"814,566","36,365","4,46 %",,
200072072,CA Territoires Vendômois,Communauté d'agglomération,"1043,581","40,173","3,85 %",,
200072080,CC du Pays de Saint-Éloy,Communauté de communes,"687,795","10,084","1,47 %",,
200072098,CC Combrailles Sioule et Morge,Communauté de communes,"429,418","14,361","3,34 %",,
200072106,CC Adour Madiran,Communauté de communes,"530,017","22,515","4,25 %",,
200072130,CA du Pays de Meaux,Communauté d'agglomération,"214,855","42,057","19,57 %",,
200072304,CC Vallée de l'Ubaye - Serre-Ponçon,Communauté de communes,"1023,588","7,53","0,74 %",,
200072312,CA Seine Normandie Agglomération,Communauté d'agglomération,"696,558","59,473","8,54 %",,
200072320,CC Val de Gers,Communauté de communes,"518,81","3,842","0,74 %",,
200072346,CA du Pays de Fontainebleau,Communauté d'agglomération,"438,362","42,85","9,78 %",,
200072452,CA Fougères Agglomération,Communauté d'agglomération,"545,906","29,441","5,39 %",,
200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Communauté d'agglomération,"647,131","146,48","22,64 %",,
200072478,CC Pays d'Opale,Communauté de communes,"190,895","12,178","6,38 %",,
200072544,CC des Deux Morin,Communauté de communes,"396,059","15,234","3,85 %",,
200072635,CC Pyrénées Haut Garonnaises,Communauté de communes,"658,419","17,913","2,72 %",,
200072643,CC Cœur et Coteaux du Comminges,Communauté de communes,"992,582","38,69","3,90 %",,
200072650,CC Touraine Vallée de l'Indre,Communauté de communes,"488,709","41,811","8,56 %",,
200072668,CC Touraine Val de Vienne,Communauté de communes,"687,212","25,784","3,75 %",,
200072676,CC Maine Saosnois,Communauté de communes,"614,492","19,91","3,24 %",,
200072684,CC Le Gesnois Bilurien,Communauté de communes,"398,613","19,883","4,99 %",,
200072692,CC des Vallées de la Braye et de l'Anille,Communauté de communes,"417,27","11,725","2,81 %",,
200072700,CC Haute Sarthe Alpes Mancelles,Communauté de communes,"492,501","16,503","3,35 %",,
200072718,CC de la Champagne Conlinoise et du Pays de Sillé,Communauté de communes,"431,234","11,208","2,60 %",,
200072726,CC Châteaubriant-Derval,Communauté de communes,"885,444","32,375","3,66 %",,
200072734,CC Estuaire et Sillon,Communauté de communes,"313,964","27,931","8,90 %",,
200072825,CC Mirebellois et Fontenois,Communauté de communes,"425,436","13,657","3,21 %",,
200072874,CC Val Briard,Communauté de communes,"334,781","19,838","5,93 %",,
200072882,CC de Vie et Boulogne,Communauté de communes,"492,917","29,198","5,92 %",,
200072981,CC Touraine Ouest Val de Loire,Communauté de communes,"762,803","30,417","3,99 %",,
200072999,CC du Grand Langres,Communauté de communes,"701,639","24,536","3,50 %",,
200073013,CC Carnelle Pays-de-France,Communauté de communes,"122,409","17,897","14,62 %",,
200073096,CA Arche Agglo,Communauté d'agglomération,"503,496","29,21","5,80 %",,
200073112,CC Sud Sarthe,Communauté de communes,"546,118","17,715","3,24 %",,
200073146,CC Cagire Garonne Salat,Communauté de communes,"511,186","12,333","2,41 %",,
200073161,CC Touraine-Est Vallées,Communauté de communes,"213,582","24,172","11,32 %",,
200073237,CC de Gâtine-Racan,Communauté de communes,"508,489","17,783","3,50 %",,
200073245,CC du Bassin d'Aubenas,Communauté de communes,"329,569","30,725","9,32 %",,
200073260,CC Sud Vendée Littoral,Communauté de communes,"951,538","58,397","6,14 %",,
200073344,CA Rambouillet Territoires,Communauté d'agglomération,"636,683","45,067","7,08 %",,
200073393,CC des Rives du Haut Allier,Communauté de communes,"1092,302","10,955","1,00 %",,
200073401,CC Mézenc-Loire-Meygal,Communauté de communes,"462,288","4,335","0,94 %",,
200073419,CA du Puy-en-Velay,Communauté d'agglomération,"1333,136","46,031","3,45 %",,
200073427,CC Marches du Velay-Rochebaron,Communauté de communes,"351,837","20,775","5,90 %",,
200077014,CA Vienne Condrieu,Communauté d'agglomération,"419,585","45,607","10,87 %",,
200083392,CA Laval Agglomération,Communauté d'agglomération,"695,731","71,616","10,29 %",,
200084952,CU Le Havre Seine Métropole,Communauté urbaine,"509,153","123,36","24,23 %",,
200085728,CC Brioude Sud Auvergne,Communauté de communes,"426,875","13,036","3,05 %",,
200085751,CC Entre Bièvre et Rhône,Communauté de communes,"411,711","46,71","11,35 %",,
200089456,CA Seine-Eure,Communauté d'agglomération,"514,406","79,298","15,42 %",,
200090504,CA Coulommiers Pays de Brie,Communauté d'agglomération,"582,822","51,92","8,91 %",,
200090561,CC Vierzon-Sologne-Berry,Communauté de communes,"510,096","27,789","5,45 %",,
200090579,CC Terre d'Émeraude Communauté,Communauté de communes,"1007,923","22,013","2,18 %",,
200090751,CA Grand Calais Terres et Mers,Communauté d'agglomération,"188,097","47,78","25,40 %",,
200093201,Métropole Européenne de Lille,Métropole,"673,613","307,408","45,64 %",,
200096634,CC des Hautes Vosges,Communauté de communes,"305,202","17,859","5,85 %",,
200096642,CC Gérardmer Hautes Vosges,Communauté de communes,"197,885","13,879","7,01 %",,
200096675,CC Baud Communauté,Communauté de communes,"249,91","10,899","4,36 %",,
200096683,CC Centre Morbihan Communauté,Communauté de communes,"422,101","16,417","3,89 %",,
200096956,CA Agglomération d'Agen,Communauté d'agglomération,"652,772","60,315","9,24 %",,
240100610,CC de la Côtière à Montluel,Communauté de communes,"127,783","18,297","14,32 %",,
240100750,CA du Pays de Gex,Communauté d'agglomération,"404,898","46,334","11,44 %",,
240100800,CC de Miribel et du Plateau,Communauté de communes,"65,706","15,718","23,92 %",,
240100883,CC de la Plaine de l'Ain,Communauté de communes,"713,969","66,905","9,37 %",,
240100891,CC du Pays Bellegardien (CCPB),Communauté de communes,"225,904","14,189","6,28 %",,
240200444,CC de la Thiérache du Centre,Communauté de communes,"727,445","32,805","4,51 %",,
240200469,CC du Pays de la Serre,Communauté de communes,"431,911","22,3","5,16 %",,
240200477,CA GrandSoissons Agglomération,Communauté d'agglomération,"181,188","27,771","15,33 %",,
240200493,CC du Pays du Vermandois,Communauté de communes,"450,741","23,896","5,30 %",,
240200501,CC du Val de l'Aisne,Communauté de communes,"396,977","15,544","3,92 %",,
240200519,CC du Canton d'Oulchy-le-Château,Communauté de communes,"232,322","4,779","2,06 %",,
240200576,CC de la Champagne Picarde,Communauté de communes,"583,335","20,152","3,45 %",,
240200584,CC du Canton de Charly-sur-Marne,Communauté de communes,"236,716","8,976","3,79 %",,
240200592,CC du Chemin des Dames,Communauté de communes,"179,478","5,524","3,08 %",,
240200600,CC des Trois Rivières,Communauté de communes,"350,318","20,42","5,83 %",,
240200634,CC des Portes de la Thiérache,Communauté de communes,"258,387","12,786","4,95 %",,
240300491,CC du Pays de Lapalisse,Communauté de communes,"334,632","7,368","2,20 %",,
240300558,CC du Pays de Tronçais,Communauté de communes,"496,675","8,139","1,64 %",,
240300566,CC du Val de Cher,Communauté de communes,"191,505","8,264","4,32 %",,
240300657,CC du Pays d'Huriel,Communauté de communes,"382,254","6,178","1,62 %",,
240400440,CC Pays Forcalquier et Montagne de Lure,Communauté de communes,"311,506","4,548","1,46 %",,
240500439,CC du Briançonnais,Communauté de communes,"878,271","12,976","1,48 %",,
240500462,CC du Pays des Ecrins,Communauté de communes,"522,491","6,895","1,32 %",,
240600551,CA de la Riviera Française,Communauté d'agglomération,"660,109","25,001","3,79 %",,
240600585,CA de Sophia Antipolis,Communauté d'agglomération,"486,162","104,177","21,43 %",,
240600593,CC du Pays des Paillons,Communauté de communes,"201,471","19,66","9,76 %",,
240700302,CC du Pays Beaume-Drobie,Communauté de communes,"279,481","9,393","3,36 %",,
240700617,CC Val de Ligne,Communauté de communes,"92,862","5,149","5,54 %",,
240700716,CC du Val d'Ay,Communauté de communes,"148,385","3,917","2,64 %",,
240700815,CC Berg et Coiron,Communauté de communes,"220,562","4,747","2,15 %",,
240700864,CC du Rhône aux Gorges de l'Ardèche,Communauté de communes,"263,418","9,156","3,48 %",,
240800821,"CC Ardenne, Rives de Meuse",Communauté de communes,"274,288","18,798","6,85 %",,
240800847,CC des Portes du Luxembourg,Communauté de communes,"527,148","19,335","3,67 %",,
240800862,CC des Crêtes Préardennaises,Communauté de communes,"1016,928","23,768","2,34 %",,
240800920,CC de l'Argonne Ardennaise,Communauté de communes,"1197,876","20,37","1,70 %",,
240900431,CC du Pays de Tarascon,Communauté de communes,"222,874","6,707","3,01 %",,
240900464,CC du Pays d'Olmes,Communauté de communes,"330,415","10,733","3,25 %",,
241000223,"CC Forêts, Lacs, Terres en Champagne",Communauté de communes,"323,965","9,62","2,97 %",,
241000405,CC de la Région de Bar-sur-Aube,Communauté de communes,"352,878","9,748","2,76 %",,
241000447,CC du Pays d'Othe,Communauté de communes,"318,867","7,649","2,40 %",,
241000488,CC de l'Orvin et de l'Ardusson,Communauté de communes,"441,066","11,297","2,56 %",,
241100593,CA Le Grand Narbonne,Communauté d'agglomération,"930,895","75,259","8,08 %",,
241200187,CA Rodez Agglomération,Communauté d'agglomération,"207,244","26,321","12,70 %",,
241200542,CC du Réquistanais,Communauté de communes,"310,581","2,282","0,73 %",,
241200567,CC de Millau Grands Causses,Communauté de communes,"517,21","17,43","3,37 %",,
241200625,CC du Pays Rignacois,Communauté de communes,"162,605","1,261","0,78 %",,
241200641,CC Conques-Marcillac,Communauté de communes,"415,635","7,591","1,83 %",,
241200658,CC du Pays de Salars,Communauté de communes,"265,525","3,667","1,38 %",,
241200674,CC du Plateau de Montbazens,Communauté de communes,"187,478","1,986","1,06 %",,
241200765,CC de Lévézou Pareloup,Communauté de communes,"493,339","3,256","0,66 %",,
241200807,CC Aveyron Bas Ségala Viaur,Communauté de communes,"262,817","2,192","0,83 %",,
241200906,CC Larzac et Vallées,Communauté de communes,"654,233","6,097","0,93 %",,
241200914,CC de la Muse et des Raspes du Tarn,Communauté de communes,"443,376","1,713","0,39 %",,
241300375,CC Vallée des Baux-Alpilles (CC VBA),Communauté de communes,"320,477","18,07","5,64 %",,
241300417,CA d'Arles-Crau-Camargue-Montagnette,Communauté d'agglomération,"1439,837","44,417","3,08 %",,
241400415,CC Cœur Côte Fleurie,Communauté de communes,"119,23","24,776","20,78 %",,
241400514,CC du Pays de Falaise,Communauté de communes,"491,645","23,156","4,71 %",,
241400555,CC de Bayeux Intercom,Communauté de communes,"200,251","19,678","9,83 %",,
241400860,CC Cœur de Nacre,Communauté de communes,"61,368","12,732","20,75 %",,
241400878,CC Terre d'Auge,Communauté de communes,"326,478","9,754","2,99 %",,
241500230,CA du Bassin d'Aurillac,Communauté d'agglomération,"495,356","32,549","6,57 %",,
241500255,CC du Pays Gentiane,Communauté de communes,"459,161","5,283","1,15 %",,
241500271,CC du Pays de Mauriac,Communauté de communes,"228,734","4,348","1,90 %",,
241501055,CC Sumène - Artense,Communauté de communes,"328,964","7,656","2,33 %",,
241501089,CC Cère et Goul en Carladès,Communauté de communes,"237,142","4,104","1,73 %",,
241501139,CC du Pays de Salers,Communauté de communes,"644,319","5,745","0,89 %",,
241600303,CC du Rouillacais,Communauté de communes,"289,38","8,177","2,83 %",,
241700434,CA de La Rochelle,Communauté d'agglomération,"331,178","76,576","23,12 %",,
241700459,CC de l'Île de Ré,Communauté de communes,"84,676","20,366","24,05 %",,
241700517,CC Cœur de Saintonge,Communauté de communes,"273,468","7,801","2,85 %",,
241700624,CC de l'Île d'Oléron,Communauté de communes,"172,67","32,456","18,80 %",,
241700632,CC de Gémozac et de la Saintonge Viticole,Communauté de communes,"265,822","7,857","2,96 %",,
241700640,CA Royan Atlantique,Communauté d'agglomération,"703,125","72,951","10,38 %",,
241700699,CC du Bassin de Marennes,Communauté de communes,"188,256","10,682","5,67 %",,
241800374,CC La Septaine,Communauté de communes,"397,644","15,242","3,83 %",,
241800424,CC du Dunois,Communauté de communes,"339,101","5,734","1,69 %",,
241800432,CC Les Trois Provinces,Communauté de communes,"272,813","4,714","1,73 %",,
241800457,CC FerCher,Communauté de communes,"234,975","8,217","3,50 %",,
241800507,CA Bourges Plus,Communauté d'agglomération,"420,846","66,79","15,87 %",,
241900133,CC de Ventadour - Egletons - Monédières,Communauté de communes,"475,294","11,671","2,46 %",,
241927201,CA Tulle Agglo,Communauté d'agglomération,"876,387","28,036","3,20 %",,
241927243,CC du Pays d'Uzerche,Communauté de communes,"338,258","5,981","1,77 %",,
242100154,CC des Vallées de la Tille et de l'Ignon,Communauté de communes,"374,862","11,306","3,02 %",,
242100410,Dijon Métropole,Métropole,"240,62","83,635","34,76 %",,
242101434,CC du Pays Châtillonnais,Communauté de communes,"1821,681","22,974","1,26 %",,
242101442,CC de Saulieu,Communauté de communes,"269,44","4,714","1,75 %",,
242101459,CC du Pays d'Alésia et de la Seine,Communauté de communes,"316,791","7,098","2,24 %",,
242101491,CC du Montbardois,Communauté de communes,"432,351","9,967","2,31 %",,
