Observatoire des territoires - ANCT; ; 
Référentiel géographique : EPCI / EPT (2025); ; 
Code;Libellé;Part des emplois de la sphère présentielle et de la sphère productive 2021
200070811;CC Pyrénées Vallées des Gaves;80.1
200070829;CC Neste Barousse;72.3
200070845;CC Orne Lorraine Confluences;64.7
200070852;CC Usses et Rhône;70.2
200070894;CC de Gevrey-Chambertin et de Nuits-Saint-Georges;44.7
200070902;CC Auxonne Pontailler Val de Saône;74.7
200070910;CC Tille et Venelle;34.8
200070928;CC Terre de Picardie;45.4
200070936;CC Ponthieu-Marquenterre;63.4
200070944;CC du Vimeu;40.1
200070951;CC du Territoire Nord Picardie;65.5
200070969;CC Avre Luce Noye;49.8
200070977;CC du Grand Roye;55.6
200070985;CC de l'Est de la Somme;50.9
200070993;CA de la Baie de Somme;70.5
200071017;CC des Terres d'Auxois;66.5
200071025;CC Haute-Provence - Pays de Banon;58.9
200071033;CC Jabron-Lure-Vançon-Durance;73
200071041;CC du Chaourçois et du Val d'Armance;65.4
200071058;CC Les Avant-Monts;67
200071066;CA de Saint-Dié-des-Vosges;64.2
200071074;CC Les Portes de l'Ile de France;68.5
200071082;CA Montluçon Communauté;70.6
200071116;CA ECLA (Espace Communautaire Lons Agglomération);71.2
200071140;CA Moulins Communauté;74
200071165;CA Les Sables d'Olonne Agglomération;74.7
200071173;CC du Pays Arnay Liernais;53
200071181;CC Somme Sud-Ouest;63.2
200071199;CC Plaine Limagne;68.5
200071207;CC de Pouilly-en-Auxois / Bligny-sur-Ouche;67.1
200071215;CC Chavanon Combrailles et Volcans;63
200071223;CC Nièvre et Somme;61.1
200071298;CC des Terres du Lauragais;68.8
200071314;CC des Hauts-Tolosans;65
200071363;CA Vichy Communauté;68.5
200071371;CC Bresse et Saône;52.8
200071389;CC Saint-Pourçain Sioule Limagne;55.6
200071405;CC Ardèche Rhône Coiron;49.3
200071413;CA Privas Centre Ardèche;73.1
200071454;CA Evreux Portes de Normandie;71
200071470;CC Entr'Allier Besbre et Loire;54.9
200071496;CC du Bocage Bourbonnais;63.7
200071504;CC des Collines du Perche Normand;39.5
200071512;CC Commentry Montmarault Néris Communauté;53.9
200071520;CC Domfront Tinchebray Interco;53.3
200071538;CC Terres de Bresse;48.1
200071546;CC Sud Retz Atlantique;52.8
200071553;CC Loire Layon Aubance;57.4
200071579;CC Bresse Louhannaise Intercom';58.4
200071587;CC Loches Sud Touraine;60.8
200071595;CC Arbois, Poligny, Salins, Coeur du Jura;58.3
200071629;CC Challans-Gois Communauté;64.6
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;51.8
200071652;CC du Pays Fertois et du Bocage Carrougien;46.1
200071678;CA Cholet Agglomération;51.6
200071751;CA du Bassin de Bourg-en-Bresse;67.4
200071769;CC Picardie des Châteaux;75.5
200071777;CC d'Arcis, Mailly, Ramerupt;65.2
200071785;CA Chauny Tergnier La Fère;74.7
200071819;CC du Périgord Nontronnais;55.7
200071827;CA du Grand Angoulême;68
200071843;CC du Vexin Normand;66.4
200071850;CC du Pithiverais-Gâtinais;49.9
200071868;CC des Vallées du Haut-Anjou;59.6
200071876;CA Saumur Val de Loire;61.1
200071884;CC Le Grand Charolais;68
200071892;CA du Saint-Quentinois;68.2
200071900;CC Vendée Grand Littoral;67.6
200071918;CC du Pays de Saint-Fulgent - Les Essarts;38.3
200071926;CC du Limouxin;68.5
200071934;CC du Pays de Fontenay-Vendée;65.9
200071942;CC Haut Limousin en Marche;67.2
200071967;CC Pays d'Evian Vallée d'Abondance;71.7
200071983;CC Thiérache Sambre et Oise;68.1
200071991;CC Retz en Valois;59.2
200072007;CC Montagne d'Ardèche;61.7
200072015;CA Annonay Rhône Agglo;60.2
200072023;CC Coeur de Charente;57.9
200072031;CA de la Région de Château-Thierry;62.1
200072049;CC de Charente Limousine;56.5
200072056;CC Porte du Jura;47.4
200072064;CC Val-de-Cher-Controis;60.2
200072072;CA Territoires Vendômois;57.4
200072080;CC du Pays de Saint-Eloy;64
200072098;CC Combrailles Sioule et Morge;43.8
200072106;CC Adour Madiran;68.1
200072130;CA du Pays de Meaux;74
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;83.1
200072312;CA Seine Normandie Agglomération;62.8
200072320;CC Val de Gers;61
200072346;CA du Pays de Fontainebleau;72.4
200072452;CA Fougères Agglomération;56.7
200072460;CA de Béthune-Bruay, Artois-Lys Romane;69.1
200072478;CC Pays d'Opale;73.3
200072544;CC des Deux Morin;63.1
200072635;CC Pyrénées Haut Garonnaises;82.5
200072643;CC Coeur et Coteaux du Comminges;74.7
200072650;CC Touraine Vallée de l'Indre;59
200072668;CC Touraine Val de Vienne;63.9
200072676;CC Maine Saosnois;57.6
200072684;CC Le Gesnois Bilurien;62
200072692;CC des Vallées de la Braye et de l'Anille;56
200072700;CC Haute Sarthe Alpes Mancelles;54.9
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;58.7
200072726;CC Châteaubriant-Derval;55.7
200072734;CC Estuaire et Sillon;57.2
200072825;CC Mirebellois et Fontenois;65.4
200072874;CC Val Briard;55.6
200072882;CC de Vie et Boulogne;48.9
200072981;CC Touraine Ouest Val de Loire;60
200072999;CC du Grand Langres;52.7
200073013;CC Carnelle Pays-de-France;70.7
200073096;CA Arche Agglo;53.3
200073104;CC de l'Ile-Rousse - Balagne;79.9
200073112;CC Sud Sarthe;55.1
200073120;CC Nebbiu - Conca d'Oro;74.3
200073138;CC Pasquale Paoli;71
200073146;CC Cagire Garonne Salat;73.9
200073161;CC Touraine-Est Vallées;62.4
200073237;CC de Gâtine-Racan;64.5
200073245;CC du Bassin d'Aubenas;75.2
200073252;CC de la Castagniccia-Casinca;73
200073260;CC Sud Vendée Littoral;62.2
200073344;CA Rambouillet Territoires;67.4
200073393;CC des Rives du Haut Allier;55.3
200073401;CC Mézenc-Loire-Meygal;70.1
200073419;CA du Puy-en-Velay;71.3
200073427;CC Marches du Velay-Rochebaron;51.3
200077014;CA Vienne Condrieu;64.2
200083392;CA Laval Agglomération;58.9
200084952;Le Havre Seine Métropole;59.4
200085728;CC Brioude Sud Auvergne;63.8
200085751;CC Entre Bièvre et Rhône;60.6
200089456;CA Seine-Eure;45
200090504;CA Coulommiers Pays de Brie;77.6
200090561;CC Vierzon-Sologne-Berry;71.5
200090579;CC Terre d'Émeraude Communauté;45.6
200090751;CA Grand Calais Terres et Mers;69.8
200093201;Métropole Européenne de Lille;65.2
200096634;CC des Hautes Vosges;58
200096642;CC Gérardmer Hautes Vosges;64.5
200096675;CC Baud Communauté;57.8
200096683;CC Centre Morbihan Communauté;39.8
200096956;CA Agglomération d'Agen;68.1
240100610;CC de la Côtière à Montluel;52.1
240100750;CA du Pays de Gex;78.7
240100800;CC de Miribel et du Plateau;44.3
240100883;CC de la Plaine de l'Ain;51
240100891;CC Terre Valserhône (CCTV);68.5
240200444;CC de la Thiérache du Centre;46.8
240200469;CC du Pays de la Serre;50.7
240200477;GrandSoissons Agglomération;69.2
240200493;CC du Pays du Vermandois;54.1
240200501;CC du Val de l'Aisne;54.5
240200519;CC du Canton d'Oulchy-le-Château;45.5
240200576;CC de la Champagne Picarde;70.7
240200584;CC du Canton de Charly-sur-Marne;61.9
240200592;CC du Chemin des Dames;75.1
240200600;CC des Trois Rivières;66
240200634;CC des Portes de la Thiérache;57.6
240300491;CC du Pays de Lapalisse;50.5
240300558;CC du Pays de Tronçais;64.6
240300566;CC du Val de Cher;77
240300657;CC du Pays d'Huriel;64.4
240400440;CC Pays Forcalquier et Montagne de Lure;75.6
240500439;CC du Briançonnais;86
240500462;CC du Pays des Ecrins;83.2
240600551;CA de la Riviera Française;83.8
240600585;CA de Sophia Antipolis;58.9
240600593;CC du Pays des Paillons;76
240700302;CC du Pays Beaume-Drobie;74.9
240700617;CC Val de Ligne;86
240700716;CC du Val d'Ay;77.2
240700815;CC Berg et Coiron;74.9
240700864;CC du Rhône aux Gorges de l'Ardèche;74.3
240800821;CC Ardenne, Rives de Meuse;58.3
240800847;CC des Portes du Luxembourg;50.8
240800862;CC des Crêtes Préardennaises;59.8
240800920;CC de l'Argonne Ardennaise;59.5
240900431;CC du Pays de Tarascon;69.1
240900464;CC du Pays d'Olmes;69.9
241000223;CC Forêts, Lacs, Terres en Champagne;67.2
241000405;CC de la Région de Bar sur Aube;49.6
241000447;CC du Pays d'Othe;57
241000488;CC de l'Orvin et de l'Ardusson;53.2
241100593;CA Le Grand Narbonne;71.7
241200187;CA Rodez Agglomération;67.6
241200542;CC du Réquistanais;54.3
241200567;CC de Millau Grands Causses;74.5
241200625;CC du Pays Rignacois;59.6
241200641;CC Conques-Marcillac;64.6
241200658;CC du Pays de Salars;58.4
241200674;CC du Plateau de Montbazens;52.9
241200765;CC de Lévézou Pareloup;44.3
241200807;CC Aveyron Bas Ségala Viaur;55.3
241200906;CC Larzac et Vallées;69.2
241200914;CC de la Muse et des Raspes du Tarn;48.6
241300375;CC Vallée des Baux-Alpilles (CC VBA);68.7
241300417;CA d'Arles-Crau-Camargue-Montagnette;65.9
241400415;CC Coeur Côte Fleurie;82
241400514;CC du Pays de Falaise;71.2
241400555;CC de Bayeux Intercom;71
241400860;CC Coeur de Nacre;78.3
241400878;CC Terre d'Auge;66.2
241500230;Aurillac Agglomération;73.2
241500255;CC du Pays Gentiane;54.4
241500271;CC du Pays de Mauriac;70.1
241501055;CC Sumène - Artense;57.3
241501089;CC Cère et Goul en Carladès;69.8
241501139;CC du Pays de Salers;55.4
241600303;CC du Rouillacais;48.3
241700434;CA de La Rochelle;69.3
241700459;CC de l'Ile de Ré;77.2
241700517;CC Coeur de Saintonge;66.6
241700624;CC de l'Ile d'Oléron;77.6
241700632;CC de Gémozac et de la Saintonge Viticole;61.3
241700640;CA Royan Atlantique;77.8
241700699;CC du Bassin de Marennes;68.9
241800374;CC la Septaine;83.8
241800424;CC le Dunois;75.8
241800432;CC les Trois Provinces;58.5
241800457;CC FerCher;58.3
241800507;CA Bourges Plus;66.8
241900133;CC de Ventadour - Egletons - Monédières;59.4
241927201;CA Tulle Agglo;74.8
241927243;CC du Pays d'Uzerche;63.8
242000354;CA de Bastia;80.6
242000495;CC de l'Alta Rocca;84.5
242000503;CC Celavu-Prunelli;76.1
242010056;CA du Pays Ajaccien;80.2
242010130;CC du Sartenais Valinco Taravo;80.8
242020071;CC du Centre Corse;85.6
242020105;CC de Calvi Balagne;83.2
242100154;CC des Vallées de la Tille et de l'Ignon;54.1
242100410;Dijon Métropole;71.1
242101434;CC du Pays Châtillonnais;59.4
242101442;CC de Saulieu-Morvan;64.7
242101459;CC du Pays d'Alésia et de la Seine;66.6
242101491;CC du Montbardois;57.6
242101509;CC Rives de Saône;68.7
242200715;CC du Kreiz-Breizh (CCKB);59.9
242300135;CC du Pays Sostranien;69.8
242320000;CC de Bénévent Grand Bourg;57.3
242320109;CC du Pays Dunois;56
242400752;CC Périgord-Limousin;64
242400935;CC du Pays de Saint Aulaye;60.9
242401024;CC Isle-Loue-Auvézère en Périgord;63.9
242500320;CC Entre Doubs et Loue;60.1
242500338;CC du Grand Pontarlier;70.1
242500361;CU Grand Besançon Métropole;70.1
242504116;CC du Val de Morteau;61.2
242504181;CC des Portes du Haut-Doubs;60
242504355;CC du Plateau de Russey;65.7
242504371;CC du Pays de Sancey-Belleherbe;57.4
242504447;CC du Doubs Baumois;56.2
242504488;CC Altitude 800;60.1
242504496;CC du Plateau de Frasne et du Val de Drugeon;52.9
242600252;CC du Val de Drôme en Biovallée;53
242600492;CC Dieulefit-Bourdeaux;77.5
242600534;CC du Diois;67.3
242700276;CC du Pays de Conches;68.6
242700607;CC du Pays du Neubourg;49.6
242852465;CC du Bonnevalais;60.9
242900074;CC du Pays d'Iroise;71.4
242900314;Brest Métropole;71.8
242900553;CC du Pays des Abers;64.1
242900561;CC de Haute Cornouaille;47.8
242900629;CC Cap Sizun - Pointe du Raz;75.8
242900645;CC Douarnenez Communauté;68.8
242900660;CC du Pays Fouesnantais;60.8
242900694;CA Quimperlé Communauté;56.9
242900702;CC du Pays Bigouden Sud;71.2
242900710;CC du Haut Pays Bigouden;61.3
242900744;CC Poher Communauté;56.3
242900751;CC du Pays de Landivisiau;55.8
242900769;CA Concarneau Cornouaille Agglomération;63.4
242900793;CC Communauté Lesneven Côte des Légendes;63
242900801;CA du Pays de Landerneau-Daoulas;62.8
242900835;CA Morlaix Communauté;69.5
243000270;CC du Pays Viganais;77.2
243000296;CC du Pays de Sommières;73.6
243000569;CC Rhony, Vistre, Vidourle;51.2
243000585;CC Beaucaire Terre d'Argence;62.3
243000593;CC de Petite Camargue;55.4
243000643;CA de Nîmes Métropole;74.3
243000650;CC Terre de Camargue;72.7
243000684;CC du Pont du Gard;49.4
243100518;Toulouse Métropole;58.4
243100567;CC Aux sources du Canal du Midi;58.7
243100633;CA du Sicoval;54.1
243100732;CC des Coteaux du Girou;70.5
243100773;CC Val'Aïgo;62.5
243100781;Le Grand Ouest Toulousain agglomération;70.3
243100815;CC des Coteaux Bellevue;77
243200391;CC de la Lomagne Gersoise;61.1
243200409;CC du Bas Armagnac;58
243200417;CC de la Tenarèze;59.6
243200425;CC Coeur d'Astarac en Gascogne;64.3
243200458;CC du Grand Armagnac;54.4
243200508;CC Bastides et Vallons du Gers;70.7
243200599;CC du Saves;65.7
243200607;CC Artagnan de Fezensac;60.6
243300316;Bordeaux Métropole;66.9
243300563;CA Bassin d'Arcachon Sud (COBAS);78.3
243300811;CC de l'Estuaire;44.4
243301165;CC Jalle-Eau-Bourde;40.4
243301181;CC Latitude Nord Gironde;74.7
243301215;CC du Créonnais;71.6
243301223;CC du Grand Cubzaguais;69.4
243301249;CC Les Rives de la Laurence;53.7
243301264;CC de Montesquieu;55.4
243301355;CC les Coteaux Bordelais;55
243301371;CC du Pays Foyen;64.4
243301389;CC Médullienne;60.4
243301397;CC du Fronsadais;57.4
243301405;CC du Val de l'Eyre;52.3
243301439;CC des Portes de l'Entre-Deux-Mers;64
243301447;CC Médoc Estuaire;57.7
243301454;CC Castillon/Pujols;54.9
243301504;CA du Bassin d'Arcachon Nord (COBAN);76.5
243400017;Montpellier Méditerranée Métropole;68.1
243400355;CC du Clermontais;71
243400470;CA du Pays de l'Or;65.6
243400488;CC la Domitienne;69
243400520;CA Lunel Agglo;68.5
243400694;CC Vallée de l'Hérault;70.4
243400736;CC des Cévennes Gangeoises et Suménoises;77.1
243400769;CA de Béziers-Méditerranée;72.9
243400819;CA Hérault-Méditerranée;76.7
243500139;Rennes Métropole;64.7
243500550;CC Montfort Communauté;60.8
243500618;CC Brocéliande Communauté;59.2
243500634;Roche aux Fées Communauté;55.4
243500659;CC Pays de Châteaugiron Communauté;43.1
243500667;CC Val d'Ille-Aubigné;62.1
243500725;CC Côte d'Emeraude;71.9
243500733;CC Bretagne Romantique;58.4
243500741;CA Redon Agglomération;62.6
243500774;CC Liffré-Cormier Communauté;63.6
243500782;CA du Pays de Saint Malo Agglomération;69.9
243600202;CC Chabris - Pays de Bazelle;38.2
243600236;CC du Pays d'Issoudun;53.6
243600293;CC Levroux Boischaut Champagne;57.4
243600301;CC Val de l'Indre - Brenne;53.9
243600319;CC Brenne - Val de Creuse;71.9
243600327;CA Châteauroux Métropole;66.4
243600343;CC Coeur de Brenne;54
243600350;CC de la Châtre et Sainte-Sévère;65.7
243700499;CC du Castelrenaudais;54
243700754;Tours Métropole Val de Loire;70
243700820;CC Autour de Chenonceaux Bléré-Val de Cher;67
243800604;CA Porte de l'Isère (CAPI);54.7
243800745;CC de l'Oisans;86.7
243800935;CC Lyon-Saint-Exupéry en Dauphiné;54.2
243800984;CA du Pays Voironnais;62
243801024;CC du Massif du Vercors;82.5
243801073;CC de Bièvre Est;54.5
243801255;CC Collines Isère Nord Communauté;57.2
243900354;CC de la Station des Rousses-Haut Jura;79
243900420;CC du Val d'Amour;69.4
243900479;CC Haut-Jura Arcade Communauté;52.5
243900560;CC Jura Nord;66.5
243900610;CC la Grandvallière;71.6
243901089;CC de la Plaine Jurassienne;73.6
244000543;CC de Mimizan;68.6
244000659;CC du Seignanx;56.6
244000675;CA du Grand Dax;76.1
244000691;CC du Pays Morcenais;66.9
244000766;CC du Pays Tarusate;60.5
244000774;CC du Pays de Villeneuve en Armagnac Landais;63.3
244000808;CA Mont de Marsan Agglomération;79.5
244000824;CC du Pays Grenadois;61.3
244000857;CC Côte Landes Nature;53
244000865;CC Maremne Adour Côte Sud;66.1
244000873;CC des Grands Lacs;75.9
244000881;CC Coteaux et Vallées des Luys;60.8
244100293;CC des Collines du Perche;54.6
244100780;CC de la Sologne des Etangs;66.3
244100798;CC du Grand Chambord;51.7
244100806;CC de la Sologne des Rivières;59.5
244200614;CC des Vals d'Aix et Isable;56.7
244200622;CC des Monts du Pilat;66.8
244200630;CC du Pays Entre Loire et Rhône;56.1
244200770;Saint-Étienne Métropole;65.5
244200820;CC du Pays d'Urfé;56.8
244200895;CC du Pilat Rhodanien;54.5
244300307;CC Haut Pays du Velay;49.4
244301016;CC des Sucs;61.6
244301099;CC Auzon Communauté;48
244301107;CC du Haut Lignon;67.4
244301123;CC des Pays de Cayres et de Pradelles;64.1
244301131;CC Loire et Semène;51.3
244400404;Nantes Métropole;61.6
244400438;Grand Lieu Communauté;48.5
244400453;CC du Pays de Blain;73.2
244400503;CC d'Erdre et Gesvres;60
244400537;CC de Nozay;64.9
244400552;CC du Pays d'Ancenis;50.3
244400586;CC du Sud Estuaire;63.8
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);72.5
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52.9
244500203;CA Montargoise et Rives du Loing (AME);67.4
244500211;CC Giennoises;58.5
244500419;CC des Quatre Vallées;58.3
244500427;CC des Loges;50.9
244500468;Orléans Métropole;64.2
244500484;CC de la Forêt;60.4
244500542;CC de la Plaine du Nord Loiret;52.8
244600433;CC de la Vallée du Lot et du Vignoble;65.2
244600482;CC Quercy - Bouriane;74.9
244600532;CC du Pays de Lalbenque-Limogne;65
244600573;CC du Causse de Labastide Murat;71.6
244700449;CC du Pays de Duras;49.5
244700464;CC du Pays de Lauzun;62.1
244701355;CC des Coteaux et Landes de Gascogne;63.8
244701405;CC Lot et Tolzac;57
244800405;CC Coeur de Lozère;82.1
244800470;CC du Gévaudan;80.5
244900015;CU Angers Loire Métropole;68.4
244900809;CC Anjou Bleu Communauté;51.4
244900882;CC Baugeois Vallée;57.3
245100615;CC de la Grande Vallée de la Marne;42.8
245100888;CC de la Brie Champenoise;44.2
245100979;CC du Sud Marnais;39
245200597;CC des Trois Forêts;67.9
245300223;CC du Pays de Meslay-Grez;46.7
245300355;CC de l'Ernée;52.8
245300389;CC du Bocage Mayennais;51.8
245300447;CC du Pays de Château-Gontier;55.9
245400171;CC Moselle et Madon;67.7
245400189;CC des Pays du Sel et du Vermois;66.4
245400262;Agglomération du Grand Longwy;76.4
245400510;CC du Pays de Colombey et du Sud Toulois;79.9
245400601;CC du Bassin de Pompey;57.1
245400676;Métropole du Grand Nancy;73.7
245400759;CC du Pays du Sanon;54.1
245500327;CC du Sammiellois;57.6
245501176;CC du Territoire de Fresnes-en-Woëvre;66.7
245501184;CC du Pays de Revigny-sur-Ornain;53.9
245501242;CC du Pays d'Étain;77.7
245501259;CC du Pays de Montmédy;66.7
245600440;CC Blavet Bellevue Océan;48.3
245600465;CC de Belle Ile en Mer;76.9
245614383;CC Questembert Communauté;59.8
245614417;CC Roi Morvan Communauté;55.1
245614433;CC Pontivy Communauté;58.1
245700133;CC du District Urbain de Faulquemont (DUF);53.9
245700372;CA de Forbach Porte de France;73.1
245700398;CC de Freyming-Merlebach;69.3
245700695;CC de Cattenom et Environs;49.5
245700950;CC du Pays de Phalsbourg;69.3
245701164;CC du Warndt;59.5
245701206;CC du Saulnois;63.3
245701222;CA du Val de Fensch;59.4
245701271;CC du Pays Orne Moselle;76.3
245701354;CC de l'Arc Mosellan;74.1
245701362;CA Portes de France-Thionville;78.6
245701404;CC du Pays Haut Val d'Alzette;87.7
245801063;CC Loire et Allier;48.2
245804406;CA de Nevers;74.1
245804497;CC du Nivernais Bourbonnais;66.8
245900428;CU de Dunkerque;63
245900758;CC Flandre Lys;48.5
245901038;CC du Pays Solesmois;68.7
245901152;CA Coeur d'Ostrevent;76.3
245901160;CA Valenciennes Métropole;62.1
246000129;CC du Liancourtois;67.6
246000376;CC du Clermontois;71.9
246000566;CC du Plateau Picard;57.5
246000582;CC des Sablons;48.7
246000707;CC du Vexin-Thelle;63.3
246000749;CC des Lisières de l'Oise;58.2
246000756;CC du Pays Noyonnais;66.5
246000764;CC de l'Aire Cantilienne;74.4
246000772;CC des Deux Vallées;56
246000848;CC de la Picardie Verte;57
246000855;CC du Pays des Sources;52.1
246000871;CC du Pays de Valois;53.8
246000897;CC de la Plaine d'Estrées;42.2
246000913;CC du Pays de Bray;55.8
246000921;CC des Pays d'Oise et d'Halatte;53.8
246100390;CC du Val d'Orne;46
246100663;CU d'Alençon;75.3
246200299;CA d'Hénin-Carvin;66
246200364;CA de Lens - Liévin;71.9
246200380;CC de la Terre des Deux Caps;63.1
246200729;CA du Boulonnais;67.3
246200844;CC de la Région d'Audruicq;75.5
246201016;CC du Pays de Lumbres;62.4
246300701;Clermont Auvergne Métropole;65.7
246300966;CC du Massif du Sancy;75.7
246301097;CC Entre Dore et Allier;61.6
246400337;CC de la Vallée d'Ossau;64.6
246401756;CC Pays de Nay;46.7
246500482;CC de la Haute-Bigorre;77
246500573;CC Aure Louron;85
246600282;CC Sud-Roussillon;78.8
246600373;CC du Vallespir;75.3
246600399;CC Pyrénées Cerdagne;85.5
246600415;CC Roussillon-Conflent;68.1
246600423;CC Agly Fenouillèdes;66.7
246600449;CC des Aspres;74.2
246600464;CC Pyrénées Catalanes;87.6
246600548;CC du Haut Vallespir;72.4
246700306;CC de la Vallée de la Bruche;57.6
246700488;Eurométropole de Strasbourg;67
246700744;CC des Portes de Rosheim;59.6
246700777;CC de la Vallée de Villé;55.6
246700843;CC de la Basse-Zorn;37.5
246700926;CC du Pays de Wissembourg;63.2
246700959;CC du Pays de la Zorn;55.8
246700967;CC de Sélestat;62.2
246701064;CC de la Région de Molsheim-Mutzig;46.8
246701080;CC du Pays de Sainte-Odile;43.5
246701098;CC du Pays de Niederbronn-les-Bains;43.1
246800205;CC de la Vallée de Saint-Amarin;64.1
246800395;CC du Val d'Argent;51
246800445;CC du Centre du Haut-Rhin;68.1
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;62
246800551;CC de la Vallée de Kaysersberg;54.9
246800569;CC de la Région de Guebwiller;64.1
246800577;CC du Pays de Ribeauvillé;61.2
246800585;CC de la Vallée de Munster;71.8
246800676;CC de la Vallée de la Doller et du Soultzbach;50.3
246800726;CA Colmar Agglomération;69
246900575;CC de l'Est Lyonnais (CCEL);46.6
246900625;CC du Pays de l'Arbresle (CCPA);56.7
246900724;CC des Vallons du Lyonnais (CCVL);59.1
246900740;CC du Pays Mornantais (COPAMO);60.9
246900757;CC de la Vallée du Garon (CCVG);47.1
246900765;CC du Pays de l'Ozon;47
247000011;CA de Vesoul;73
247000367;CC des Combes;49.4
247000623;CC des Quatre Rivières;52.2
247000664;CC du Pays de Lure;67.2
247000698;CC des Monts de Gy;52.4
247000706;CC du Pays Riolais;60.6
247000714;CC du Pays de Villersexel;74.5
247000722;CC du Pays d'Héricourt;64.2
247000755;CC du Pays de Luxeuil;67.8
247000821;CC Rahin et Chérimont;64.9
247000854;CC des 1000 étangs;49
247100290;CU Le Creusot Montceau-les-Mines;60.3
247100589;CA Le Grand Chalon;59.1
247100639;CC de Marcigny;50.8
247100647;CC Bresse Nord Intercom';55.5
247103765;CC Entre Saône et Grosne;72.3
247103864;CC de Semur en Brionnais;58.9
247104094;CC Sud Côte Chalonnaise;66.9
247200090;CC du Pays Sabolien;43.2
247200132;CU Le Mans Métropole;68.3
247200348;CC du Pays Fléchois;63.4
247200421;CC du Sud Est Manceau;68.8
247200447;CC Orée de Bercé - Belinois;72.3
247200629;CC du Val de Sarthe;55.2
247200686;Communauté de communes du Perche Emeraude;45.9
247300015;CC des Vallées d'Aigueblanche;67
247300254;CC de Haute-Tarentaise;85.3
247300262;CC de Yenne;65.4
247300361;CC du Canton de La Chambre;70.6
247300452;CC Maurienne Galibier;87.4
247300528;CC Val Guiers;56
247300668;CC du Lac d'Aiguebelette (CCLA);72.9
247300676;CC Porte de Maurienne;71.6
247300817;CC Les Versants d'Aime;85.8
247400047;CC de la Vallée Verte;73.3
247400112;CC du Pays de Cruseilles;52.5
247400567;CC Fier et Usses;69.4
247400583;CC Arve et Salève;73.5
247400617;CC des Vallées de Thônes;66.3
247400666;CC des Quatre Rivières;65.7
247400682;CC du Haut Chablais;84.8
247400690;CC du Genevois;70.9
247400724;CC du Pays Rochois;63.2
247400740;CC Rumilly Terre de Savoie;54.6
247400773;CC des Sources du Lac d'Annecy;65.8
247600505;CC Campagne-de-Caux;64.4
247600588;CC des Villes Soeurs;53.4
247600604;CC de Londinières;54.6
247600620;CC Yvetot Normandie;75.3
247600646;CC Caux - Austreberthe;72.4
247600729;CC Falaises du Talou;49.7
247600786;CA de la Région Dieppoise;67.9
247700032;CC Moret Seine et Loing;67.5
247700057;CA Melun Val de Seine;76.8
247700065;CC du Pays de l'Ourcq;66.9
247700107;CC Pays de Montereau;70.7
247700339;CA Val d'Europe Agglomération;80.9
247700594;CA Marne et Gondoire;58.3
247700644;CC l'Orée de la Brie;64.5
247700701;CC Brie Nangissienne;55.3
247800550;CC du Pays Houdanais (CCPH);63.3
247800584;CA Versailles Grand Parc (CAVGP);61.1
247800618;CC Coeur d'Yvelines;64.8
247900798;CC du Thouarsais;53.4
248000499;CC du Val de Somme;60.2
248000531;CA Amiens Métropole;71.5
248000747;CC du Pays du Coquelicot;53.2
248100158;CC du Sor et de l'Agout;57.7
248100430;CA de Castres Mazamet;66.2
248100497;CC Val 81;70.6
248100737;CA de l'Albigeois (C2A);74.6
248100745;CC Thoré Montagne Noire;45.4
248200016;CC des Deux Rives;53.8
248200057;CC du Quercy Caussadais;60.1
248200065;CC de la Lomagne Tarn-et-Garonnaise;67.4
248200099;CA Grand Montauban;72.3
248200107;Quercy Rouergue et des Gorges de l'Aveyron;70.6
248300394;CA Sud Sainte Baume;74.1
248300410;CC de la Vallée du Gapeau;66.1
248300493;Dracénie Provence Verdon Agglomération;78.2
248300543;Métropole Toulon-Provence-Méditerranée;79
248300550;CC Coeur du Var;70
248400053;CA Ventoux-Comtat-Venaissin (COVE);67.4
248400160;CC Aygues-Ouvèze en Provence (CCAOP);55
248400236;Pays d'Orange en Provence;70.1
248400251;CA du Grand Avignon (COGA);70.5
248400285;Communauté de Communes Sud Luberon;67.5
248400293;CA des Sorgues du Comtat;57.7
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;65.1
248400335;CC Vaison Ventoux;67.3
248500191;CC de l'Ile de Noirmoutier;72.8
248500258;CC Océan Marais de Monts;75
248500340;CC Pays de Chantonnay;52
248500415;CC du Pays de la Châtaigneraie;44.3
248500464;CC du Pays de Pouzauges;42.9
248500530;CC du Pays des Achards;47.5
248500563;CC Vendée, Sèvre, Autise;58.7
248500589;CA La Roche-sur-Yon - Agglomération;68.6
248500621;CC du Pays des Herbiers;48
248500662;CC du Pays de Mortagne;40.7
248600413;CA Grand Châtellerault;55
248600447;CC du Pays Loudunais;61.5
248700189;CC du Pays de Saint Yrieix;67
248719262;CC Gartempe - Saint Pardoux;65.5
248719288;CC du Val de Vienne;69
248719312;CU Limoges Métropole;72.7
248719338;CC Briance-Combade;64.4
248719353;CC des Portes de Vassivière;66.1
248719361;CC de Noblat;65.1
248900334;CA du Grand Sénonais;63.3
