code_insee,nom,pop_tot_commune,pop_mun_commune,siren,epci_nom,epci_type,epci_modeFinancement,total_pop_tot,total_pop_mun,superficie_hectare,superficie_km2,dept_com,bassin_vie,dept_epci
18246,Savigny-en-Sancerre,1133,1111,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,3368.0,34.0,18,58086,18
18125,Léré,1124,1095,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1611.0,16.0,18,58086,18
18026,Belleville-sur-Loire,1016,990,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1102.0,11.0,18,58086,18
18020,Bannay,854,841,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,2542.0,25.0,18,58086,18
18258,Sury-en-Vaux,696,685,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1586.0,16.0,18,58086,18
18257,Sury-près-Léré,670,656,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1796.0,18.0,18,58086,18
18269,Vailly-sur-Sauldre,664,649,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1851.0,19.0,18,18015,18
18272,Veaugues,620,605,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,2792.0,28.0,18,58086,18
18117,Jars,497,491,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,3806.0,38.0,18,58086,18
18144,Menetou-Râtel,473,463,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,2798.0,28.0,18,58086,18
18243,Santranges,440,438,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,2432.0,24.0,18,45053,18
18079,Crézancy-en-Sancerre,431,425,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1886.0,19.0,18,58086,18
18249,Sens-Beaujeu,417,403,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,2174.0,22.0,18,58086,18
18208,Sainte-Gemme-en-Sancerrois,410,403,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1493.0,15.0,18,58086,18
18022,Barlieu,343,336,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,2855.0,29.0,18,18015,18
18256,Subligny,341,337,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1764.0,18.0,18,58086,18
18262,Thauvenay,333,319,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,993.0,10.0,18,58086,18
18094,Feux,329,323,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,2754.0,28.0,18,58059,18
18274,Verdigny,327,318,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,498.0,5.0,18,58086,18
18039,Bué,312,305,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,632.0,6.0,18,58086,18
18146,Ménétréol-sous-Sancerre,308,296,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,539.0,5.0,18,58086,18
18259,Sury-ès-Bois,307,300,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,3286.0,33.0,18,18015,18
18287,Vinon,304,297,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1824.0,18.0,18,58086,18
18116,Jalognes,272,269,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,2826.0,28.0,18,58086,18
18200,Saint-Bouize,265,258,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1496.0,15.0,18,58086,18
18168,Le Noyer,238,236,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,2027.0,20.0,18,58086,18
18284,Villegenon,218,215,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,3328.0,33.0,18,18015,18
18084,Dampierre-en-Crot,206,203,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,2217.0,22.0,18,18015,18
18074,Couargues,201,197,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1173.0,12.0,18,58059,18
18070,Concressault,199,196,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,757.0,8.0,18,18015,18
18014,Assigny,156,152,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,1727.0,17.0,18,58086,18
18098,Gardefort,129,126,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,846.0,8.0,18,58086,18
18264,Thou,78,78,200069227,CC Pays Fort Sancerrois Val de Loire,CC,FA,18537,18143,936.0,9.0,18,18015,18
18148,Méreau,2714,2649,200070571,CC Coeur de Berry,CC,FA,7017,6878,1872.0,19.0,18,18279,18
18190,Quincy,840,821,200070571,CC Coeur de Berry,CC,FA,7017,6878,1833.0,18.0,18,18141,18
18134,Lury-sur-Arnon,678,662,200070571,CC Coeur de Berry,CC,FA,7017,6878,1391.0,14.0,18,18279,18
18036,Brinay,518,507,200070571,CC Coeur de Berry,CC,FA,7017,6878,2958.0,30.0,18,18279,18
18237,Sainte-Thorette,483,473,200070571,CC Coeur de Berry,CC,FA,7017,6878,2645.0,26.0,18,18141,18
18186,Preuilly,480,473,200070571,CC Coeur de Berry,CC,FA,7017,6878,1513.0,15.0,18,18141,18
18044,Cerbois,402,398,200070571,CC Coeur de Berry,CC,FA,7017,6878,1852.0,19.0,18,18141,18
18124,Lazenay,285,282,200070571,CC Coeur de Berry,CC,FA,7017,6878,3101.0,31.0,18,36088,18
18064,Chéry,225,225,200070571,CC Coeur de Berry,CC,FA,7017,6878,1361.0,14.0,18,18279,18
18182,Poisieux,221,217,200070571,CC Coeur de Berry,CC,FA,7017,6878,1050.0,10.0,18,36088,18
18128,Limeux,171,171,200070571,CC Coeur de Berry,CC,FA,7017,6878,1329.0,13.0,18,18141,18
18279,Vierzon,25707,25254,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,7475.0,75.0,18,18279,18
18281,Vignoux-sur-Barangeon,2088,2061,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,2486.0,25.0,18,18279,18
18096,Foëcy,2087,2052,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,1628.0,16.0,18,18141,18
18140,Massay,1371,1347,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,4790.0,48.0,18,18279,18
18103,Graçay,1258,1245,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,3170.0,32.0,18,18279,18
18165,Neuvy-sur-Barangeon,1143,1114,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,6704.0,67.0,18,18279,18
18150,Méry-sur-Cher,724,710,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,2120.0,21.0,18,18279,18
18100,Genouilly,674,666,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,3456.0,35.0,18,18279,18
18263,Thénioux,669,666,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,1865.0,19.0,18,18279,18
18210,Saint-Georges-sur-la-Prée,609,595,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,2278.0,23.0,18,18279,18
18214,Saint-Hilaire-de-Court,598,595,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,1207.0,12.0,18,18279,18
18290,Vouzeron,597,582,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,5279.0,53.0,18,18279,18
18219,Saint-Laurent,519,511,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,3866.0,39.0,18,18279,18
18167,Nohant-en-Graçay,296,292,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,2372.0,24.0,18,18279,18
18085,Dampierre-en-Graçay,253,248,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,945.0,9.0,18,18279,18
18228,Saint-Outrille,219,215,200090561,CC Vierzon-Sologne-Berry,CC,FPU,38812,38153,1249.0,12.0,18,18279,18
18018,Avord,2949,2908,241800374,CC la Septaine,CC,FPU,11043,10794,2812.0,28.0,18,18033,18
18023,Baugy,1665,1610,241800374,CC la Septaine,CC,FPU,11043,10794,2298.0,23.0,18,18033,18
18092,Farges-en-Septaine,1025,1014,241800374,CC la Septaine,CC,FPU,11043,10794,2497.0,25.0,18,18033,18
18247,Savigny-en-Septaine,720,710,241800374,CC la Septaine,CC,FPU,11043,10794,2282.0,23.0,18,18033,18
18289,Vornay,602,586,241800374,CC la Septaine,CC,FPU,11043,10794,2675.0,27.0,18,18087,18
18254,Soye-en-Septaine,597,582,241800374,CC la Septaine,CC,FPU,11043,10794,1884.0,19.0,18,18033,18
18282,Villabon,577,563,241800374,CC la Septaine,CC,FPU,11043,10794,1843.0,18.0,18,18033,18
18166,Nohant-en-Goût,561,551,241800374,CC la Septaine,CC,FPU,11043,10794,2495.0,25.0,18,18033,18
18105,Gron,486,469,241800374,CC la Septaine,CC,FPU,11043,10794,2674.0,27.0,18,18033,18
18286,Villequiers,454,445,241800374,CC la Septaine,CC,FPU,11043,10794,2997.0,30.0,18,18033,18
18090,Étréchy,420,410,241800374,CC la Septaine,CC,FPU,11043,10794,3238.0,32.0,18,18033,18
18081,Crosses,388,385,241800374,CC la Septaine,CC,FPU,11043,10794,2685.0,27.0,18,18033,18
18174,Osmoy,302,271,241800374,CC la Septaine,CC,FPU,11043,10794,2289.0,23.0,18,18033,18
18119,Jussy-Champagne,211,206,241800374,CC la Septaine,CC,FPU,11043,10794,2774.0,28.0,18,18033,18
18061,Chaumoux-Marcilly,86,84,241800374,CC la Septaine,CC,FPU,11043,10794,1696.0,17.0,18,18033,18
18087,Dun-sur-Auron,3638,3566,241800424,CC le Dunois,CC,FA,7253,7132,4991.0,50.0,18,18087,18
18212,Saint-Germain-des-Bois,622,614,241800424,CC le Dunois,CC,FA,7253,7132,2905.0,29.0,18,18033,18
18248,Senneçay,455,451,241800424,CC le Dunois,CC,FA,7253,7132,1464.0,15.0,18,18033,18
18261,Thaumiers,397,392,241800424,CC le Dunois,CC,FA,7253,7132,2756.0,28.0,18,18087,18
18045,Chalivoy-Milon,390,380,241800424,CC le Dunois,CC,FA,7253,7132,1990.0,20.0,18,18087,18
18040,Bussy,360,357,241800424,CC le Dunois,CC,FA,7253,7132,2697.0,27.0,18,18087,18
18204,Saint-Denis-de-Palin,281,278,241800424,CC le Dunois,CC,FA,7253,7132,3086.0,31.0,18,18087,18
18173,Osmery,276,273,241800424,CC le Dunois,CC,FA,7253,7132,2162.0,22.0,18,18087,18
18021,Bannegon,248,246,241800424,CC le Dunois,CC,FA,7253,7132,2142.0,21.0,18,18197,18
18191,Raymond,179,175,241800424,CC le Dunois,CC,FA,7253,7132,935.0,9.0,18,18033,18
18183,Le Pondy,156,154,241800424,CC le Dunois,CC,FA,7253,7132,661.0,7.0,18,18197,18
18121,Lantan,99,95,241800424,CC le Dunois,CC,FA,7253,7132,1360.0,14.0,18,18087,18
18177,Parnay,50,50,241800424,CC le Dunois,CC,FA,7253,7132,1737.0,17.0,18,18087,18
18277,Verneuil,35,35,241800424,CC le Dunois,CC,FA,7253,7132,1140.0,11.0,18,18087,18
18071,Contres,34,34,241800424,CC le Dunois,CC,FA,7253,7132,1591.0,16.0,18,18087,18
18068,Cogny,33,32,241800424,CC le Dunois,CC,FA,7253,7132,1699.0,17.0,18,18087,18
18242,Sancoins,2978,2941,241800432,CC les Trois Provinces,CC,FA,5089,5025,5351.0,54.0,18,18242,18
18155,Mornay-sur-Allier,420,417,241800432,CC les Trois Provinces,CC,FA,5089,5025,2209.0,22.0,18,18242,18
18102,Givardon,305,302,241800432,CC les Trois Provinces,CC,FA,5089,5025,2220.0,22.0,18,18242,18
18017,Augy-sur-Aubois,286,284,241800432,CC les Trois Provinces,CC,FA,5089,5025,3080.0,31.0,18,18242,18
18106,Grossouvre,266,264,241800432,CC les Trois Provinces,CC,FA,5089,5025,1585.0,16.0,18,18242,18
18161,Neuilly-en-Dun,229,225,241800432,CC les Trois Provinces,CC,FA,5089,5025,3004.0,30.0,18,18242,18
18195,Sagonne,189,188,241800432,CC les Trois Provinces,CC,FA,5089,5025,1892.0,19.0,18,18242,18
18164,Neuvy-le-Barrois,149,147,241800432,CC les Trois Provinces,CC,FA,5089,5025,4225.0,42.0,18,18242,18
18275,Vereaux,143,137,241800432,CC les Trois Provinces,CC,FA,5089,5025,2317.0,23.0,18,18242,18
18196,Saint-Aignan-des-Noyers,76,74,241800432,CC les Trois Provinces,CC,FA,5089,5025,1104.0,11.0,18,18242,18
18060,Chaumont,48,46,241800432,CC les Trois Provinces,CC,FA,5089,5025,217.0,2.0,18,18242,18
18207,Saint-Florent-sur-Cher,6510,6416,241800457,CC FerCher,CC,FA,11472,11296,2248.0,22.0,18,18207,18
18133,Lunery,1536,1522,241800457,CC FerCher,CC,FA,11472,11296,3282.0,33.0,18,18207,18
18066,Civray,939,918,241800457,CC FerCher,CC,FA,11472,11296,4150.0,42.0,18,18207,18
18201,Saint-Caprais,771,757,241800457,CC FerCher,CC,FA,11472,11296,1454.0,15.0,18,18207,18
18181,Plou,548,533,241800457,CC FerCher,CC,FA,11472,11296,3377.0,34.0,18,18207,18
18137,Mareuil-sur-Arnon,487,476,241800457,CC FerCher,CC,FA,11472,11296,2632.0,26.0,18,18207,18
18285,Villeneuve-sur-Cher,408,403,241800457,CC FerCher,CC,FA,11472,11296,2647.0,26.0,18,18207,18
18188,Primelles,195,193,241800457,CC FerCher,CC,FA,11472,11296,2694.0,27.0,18,18207,18
18244,Saugy,78,78,241800457,CC FerCher,CC,FA,11472,11296,970.0,10.0,18,36088,18
18033,Bourges,66277,64238,241800507,CA Bourges Plus,CA,FPU,105152,102172,6853.0,69.0,18,18033,18
18205,Saint-Doulchard,9877,9650,241800507,CA Bourges Plus,CA,FPU,105152,102172,2400.0,24.0,18,18033,18
18141,Mehun-sur-Yèvre,6481,6394,241800507,CA Bourges Plus,CA,FPU,105152,102172,2450.0,24.0,18,18141,18
18213,Saint-Germain-du-Puy,4921,4852,241800507,CA Bourges Plus,CA,FPU,105152,102172,2203.0,22.0,18,18033,18
18267,Trouy,4124,4034,241800507,CA Bourges Plus,CA,FPU,105152,102172,2335.0,23.0,18,18033,18
18050,La Chapelle-Saint-Ursin,3765,3687,241800507,CA Bourges Plus,CA,FPU,105152,102172,787.0,8.0,18,18033,18
18180,Plaimpied-Givaudins,2154,2104,241800507,CA Bourges Plus,CA,FPU,105152,102172,4108.0,41.0,18,18033,18
18138,Marmagne,1964,1934,241800507,CA Bourges Plus,CA,FPU,105152,102172,3750.0,38.0,18,18141,18
18028,Berry-Bouy,1187,1171,241800507,CA Bourges Plus,CA,FPU,105152,102172,3203.0,32.0,18,18141,18
18255,Le Subdray,1183,968,241800507,CA Bourges Plus,CA,FPU,105152,102172,2053.0,21.0,18,18207,18
18157,Morthomiers,840,815,241800507,CA Bourges Plus,CA,FPU,105152,102172,1467.0,15.0,18,18033,18
18218,Saint-Just,659,646,241800507,CA Bourges Plus,CA,FPU,105152,102172,1489.0,15.0,18,18033,18
18008,Arçay,498,488,241800507,CA Bourges Plus,CA,FPU,105152,102172,1840.0,18.0,18,18033,18
18226,Saint-Michel-de-Volangis,482,466,241800507,CA Bourges Plus,CA,FPU,105152,102172,1752.0,18.0,18,18033,18
18288,Vorly,255,248,241800507,CA Bourges Plus,CA,FPU,105152,102172,1860.0,19.0,18,18033,18
18006,Annoix,254,251,241800507,CA Bourges Plus,CA,FPU,105152,102172,1215.0,12.0,18,18087,18
18129,Lissay-Lochy,231,226,241800507,CA Bourges Plus,CA,FPU,105152,102172,2242.0,22.0,18,18033,18
19031,Brive-la-Gaillarde,47948,46769,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,4842.0,48.0,19,19031,19
19123,Malemort,8152,7995,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1640.0,16.0,19,19031,19
19229,Saint-Pantaléon-de-Larche,5128,5006,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,2372.0,24.0,19,19031,19
19274,Ussac,4391,4271,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,2497.0,25.0,19,19031,19
19005,Allassac,4147,4050,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,3874.0,39.0,19,19031,19
19153,Objat,3819,3737,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,961.0,10.0,19,19153,19
19063,Cosnac,3139,3042,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,2024.0,20.0,19,19031,19
19072,Donzenac,2785,2714,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,2445.0,24.0,19,19031,19
19278,Varetz,2484,2436,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,2053.0,21.0,19,19031,19
19202,Sainte-Féréole,2109,2060,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,3549.0,35.0,19,19031,19
19246,Saint-Viance,1927,1888,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1641.0,16.0,19,19031,19
19066,Cublac,1768,1730,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,2045.0,20.0,19,24547,19
19107,Larche,1694,1654,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,572.0,6.0,19,19031,19
19124,Mansac,1562,1542,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1882.0,19.0,19,19031,19
19288,Voutezac,1409,1243,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,2208.0,22.0,19,19153,19
19094,Juillac,1172,1147,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,3250.0,32.0,19,19153,19
19178,Sadroc,1022,1000,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1930.0,19.0,19,19031,19
19093,Jugeals-Nazareth,985,951,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1129.0,11.0,19,19031,19
19030,Brignac-la-Plaine,984,967,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1883.0,19.0,19,24547,19
19151,Noailles,964,945,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1252.0,13.0,19,19031,19
19273,Turenne,821,803,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,2700.0,27.0,19,19031,19
19182,Saint-Aulaire,786,769,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1095.0,11.0,19,19153,19
19049,Chasteaux,768,747,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1865.0,19.0,19,19031,19
19068,Dampniat,725,707,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1540.0,15.0,19,19031,19
19015,Ayen,719,712,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1334.0,13.0,19,19153,19
19289,Yssandon,718,696,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1960.0,20.0,19,19031,19
19117,Lissac-sur-Couze,712,688,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1255.0,13.0,19,19031,19
19191,Saint-Cernin-de-Larche,698,678,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,928.0,9.0,19,19031,19
19147,Nespouls,653,641,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,2030.0,20.0,19,19031,19
19035,Chabrignac,547,528,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1099.0,11.0,19,19153,19
19286,Vignols,538,529,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1511.0,15.0,19,19153,19
19234,Saint-Pardoux-l'Ortigier,495,486,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1294.0,13.0,19,19031,19
19196,Saint-Cyr-la-Roche,478,458,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,839.0,8.0,19,19153,19
19043,La Chapelle-aux-Brocs,470,460,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,499.0,5.0,19,19031,19
19242,Saint-Solve,466,451,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,592.0,6.0,19,19153,19
19161,Perpezac-le-Blanc,439,431,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1897.0,19.0,19,19153,19
19188,Saint-Bonnet-l'Enfantier,426,413,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1186.0,12.0,19,19031,19
19279,Vars-sur-Roseix,418,409,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,440.0,4.0,19,19153,19
19078,Estivaux,416,408,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1669.0,17.0,19,19031,19
19187,Saint-Bonnet-la-Rivière,408,404,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1008.0,10.0,19,19153,19
19195,Saint-Cyprien,399,393,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,773.0,8.0,19,19153,19
19047,Chartrier-Ferrière,384,377,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1559.0,16.0,19,19031,19
19239,Saint-Robert,302,294,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,607.0,6.0,19,19153,19
19120,Louignac,250,244,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,2134.0,21.0,19,24547,19
19109,Lascaux,229,226,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,740.0,7.0,19,19153,19
19253,Segonzac,206,201,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,1992.0,20.0,19,19153,19
19177,Rosiers-de-Juillac,178,175,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,962.0,10.0,19,19153,19
19077,Estivals,142,136,200043172,CA du Bassin de Brive,CA,FPU,111380,108611,890.0,9.0,19,19031,19
19121,Lubersac,2305,2253,200066603,CC du Pays de Lubersac-Pompadour,CC,FPU,6919,6785,5823.0,58.0,19,19121,19
19011,Arnac-Pompadour,1219,1206,200066603,CC du Pays de Lubersac-Pompadour,CC,FPU,6919,6785,1507.0,15.0,19,19121,19
19243,Saint-Sornin-Lavolps,861,846,200066603,CC du Pays de Lubersac-Pompadour,CC,FPU,6919,6785,1530.0,15.0,19,19121,19
19270,Troche,548,541,200066603,CC du Pays de Lubersac-Pompadour,CC,FPU,6919,6785,1991.0,20.0,19,19121,19
19024,Beyssac,510,487,200066603,CC du Pays de Lubersac-Pompadour,CC,FPU,6919,6785,2134.0,21.0,19,19121,19
19059,Concèze,392,384,200066603,CC du Pays de Lubersac-Pompadour,CC,FPU,6919,6785,1348.0,13.0,19,19121,19
19025,Beyssenac,360,356,200066603,CC du Pays de Lubersac-Pompadour,CC,FPU,6919,6785,1814.0,18.0,19,19121,19
19144,Montgibaud,256,251,200066603,CC du Pays de Lubersac-Pompadour,CC,FPU,6919,6785,1415.0,14.0,19,19121,19
19216,Saint-Julien-le-Vendômois,244,239,200066603,CC du Pays de Lubersac-Pompadour,CC,FPU,6919,6785,2317.0,23.0,19,19121,19
19022,Benayes,224,222,200066603,CC du Pays de Lubersac-Pompadour,CC,FPU,6919,6785,2341.0,23.0,19,19121,19
19036,Chamberet,1438,1422,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,7062.0,71.0,19,87064,19
19269,Treignac,1340,1258,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,3820.0,38.0,19,87064,19
19033,Bugeat,751,741,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,3114.0,31.0,19,87064,19
19001,Affieux,392,376,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,3046.0,30.0,19,87064,19
19265,Tarnac,341,338,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,6865.0,69.0,19,87064,19
19209,Saint-Hilaire-les-Courbes,177,173,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,3684.0,37.0,19,87064,19
19122,Madranges,175,168,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,1304.0,13.0,19,19255,19
19262,Soudaine-Lavinadière,157,143,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,2207.0,22.0,19,87064,19
19095,Lacelle,141,136,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,2104.0,21.0,19,87064,19
19165,Peyrissac,132,127,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,612.0,6.0,19,87064,19
19172,Rilhac-Treignac,117,116,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,960.0,10.0,19,87064,19
19112,Lestards,115,115,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,1871.0,19.0,19,87064,19
19027,Bonnefond,114,114,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,4537.0,45.0,19,87064,19
19168,Pradines,87,86,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,1984.0,20.0,19,87064,19
19284,Viam,87,85,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,3167.0,32.0,19,87064,19
19087,Gourdon-Murat,86,85,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,1586.0,16.0,19,87064,19
19281,Veix,80,74,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,2193.0,22.0,19,87064,19
19074,L'Église-aux-Bois,52,51,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,1634.0,16.0,19,87064,19
19088,Grandsaigne,49,48,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,1994.0,20.0,19,87064,19
19268,Toy-Viam,35,35,200066645,CC Vézère-Monédières-Millesources,CC,FPU,5866,5691,1009.0,10.0,19,87064,19
19275,Ussel,9539,9174,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,5102.0,51.0,19,19275,19
19028,Bort-les-Orgues,2554,2487,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,1480.0,15.0,19,19028,19
19136,Meymac,2525,2326,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,8712.0,87.0,19,19275,19
19148,Neuvic,1848,1597,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,7516.0,75.0,19,19275,19
19252,Sarroux - Saint Julien,882,867,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,2546.0,25.0,19,19028,19
19164,Peyrelevade,843,831,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,6668.0,67.0,19,19275,19
19261,Sornac,780,773,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,5930.0,59.0,19,19275,19
19134,Merlines,741,726,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,1409.0,14.0,19,19275,19
19180,Saint-Angel,723,705,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,4794.0,48.0,19,19275,19
19080,Eygurande,695,684,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,3454.0,35.0,19,19275,19
19113,Liginiac,691,657,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,2868.0,29.0,19,19275,19
19201,Saint-Exupéry-les-Roches,602,592,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,3603.0,36.0,19,19275,19
19264,Soursac,528,520,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,4279.0,43.0,19,15120,19
19130,Maussac,452,446,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,1391.0,14.0,19,19275,19
19058,Combressol,396,385,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,2538.0,25.0,19,19275,19
19002,Aix,377,367,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,4864.0,49.0,19,19275,19
19256,Sérandon,350,344,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,3451.0,35.0,19,19275,19
19135,Mestes,346,340,200066744,CC Haute-Corrèze Communauté,CC,FPU,33204,31994,1143.0,11.0,19,19275,19
